L0 Domain,L3 Sub-Category,L2 Category,L1 Sub-Domain,L4 Product Enum-Code,Product name,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Product Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to Ship,Cancellable,Returnable,Replaceable,COD Available,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile,Liquid,Hazardous,Size Chart,GTIN,HSN,EAN,Season,Occasion,Design / Style Type,Trend,Pattern,Features,Fabric,Fabric Finish,Material Finish,Max Sale Quantity,Bundles / Multipack Sets,Fit,Collar,Neck,Sleeve Length,Sports Type,Pockets,Reversible,Lining,Waist Rise,Length,Insole,Sole Material,Toe Shape,Outsole,Fastening,Midsole,Closure Type,Base Metal,Plating,Stone Type,Gem Type,Strap Material,Buckle Type,Buckle Material,Dial Shape,Frame / Rim Type,Frame Shape,Frame Colour,Frame Size,Frame Material,Face Shape,Lens Material,Lens Colour,Compartment Closure,External Pocket,Laptop Compartment,Laptop Size,Shoulder Strap Type,Volume [Ltrs.],Water Resistance,Lock Type,Dead Weight,Display,Glass Material,Warranty,Battery Life,Bluetooth,Call Function,Pedometer,Heart Rate Monitor,Sleep Monitor,SPO2 Monitor,Dupatta Pattern,Kurta Pattern,Ornamentation,Coverage,Padding,Seam,Straps,Closure,Waist Band,Gender,Type,Fabric 2,images.img1,images.img2,images.img3,images.img4,Sustainable,images.img5,images.img6,Eunimart Reference Code
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Grey Solid High Compressed Seamless Instant Slimming Saree Shapewear,Grey,L,1,Inddus,1499,674,This item cannot be returned.,-,-,1,Units,Elastane,"Natural Lifestyle Products Private Limited, INDDUSINC EXIM PVT. LTD.Plot no - 3 to 5, 1st& 2ndfloor, Margiwala compound,Near Komal International Circle, Bamroli Road, Surat-395002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,Solid,-,Microfiber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Saree Shapewear,Elastane,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874724WomenGreySolidHighCompressedSeamlessInstantSlimmingSareeShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874724WomenGreySolidHighCompressedSeamlessInstantSlimmingSareeShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874724WomenGreySolidHighCompressedSeamlessInstantSlimmingSareeShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874724WomenGreySolidHighCompressedSeamlessInstantSlimmingSareeShapewear_4.jpg,-,-,-,EU00979581
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Grey Solid High Compressed Seamless Instant Slimming Saree Shapewear,Grey,XL,1,Inddus,1499,674,This item cannot be returned.,-,-,1,Units,Elastane,"Natural Lifestyle Products Private Limited, INDDUSINC EXIM PVT. LTD.Plot no - 3 to 5, 1st& 2ndfloor, Margiwala compound,Near Komal International Circle, Bamroli Road, Surat-395002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,Solid,-,Microfiber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Saree Shapewear,Elastane,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874724WomenGreySolidHighCompressedSeamlessInstantSlimmingSareeShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874724WomenGreySolidHighCompressedSeamlessInstantSlimmingSareeShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874724WomenGreySolidHighCompressedSeamlessInstantSlimmingSareeShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874724WomenGreySolidHighCompressedSeamlessInstantSlimmingSareeShapewear_4.jpg,-,-,-,EU00979582
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Grey Solid High Compressed Seamless Instant Slimming Saree Shapewear,Grey,XXL,1,Inddus,1499,674,This item cannot be returned.,-,-,1,Units,Elastane,"Natural Lifestyle Products Private Limited, INDDUSINC EXIM PVT. LTD.Plot no - 3 to 5, 1st& 2ndfloor, Margiwala compound,Near Komal International Circle, Bamroli Road, Surat-395002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,Solid,-,Microfiber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Saree Shapewear,Elastane,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874724WomenGreySolidHighCompressedSeamlessInstantSlimmingSareeShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874724WomenGreySolidHighCompressedSeamlessInstantSlimmingSareeShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874724WomenGreySolidHighCompressedSeamlessInstantSlimmingSareeShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874724WomenGreySolidHighCompressedSeamlessInstantSlimmingSareeShapewear_4.jpg,-,-,-,EU00979583
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Beige Solid Saree Shapewear SW0023A24,Beige,S,1,Clovia,1999,799,This item cannot be returned.,-,-,1,Units,Nylon,"PURPLE PANDA FASHIONS PVT LTD, Purple Panda Fashions Pvt Ltd.Address -Khasra No.566/1 Arun Plaza Bijwasan Near Amity College, Pin-110061 India",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,Solid,-,Nylon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Saree Shapewear,-,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_4.jpg,-,-,-,EU00979584
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Beige Solid Saree Shapewear SW0023A24,Beige,M,1,Clovia,1999,799,This item cannot be returned.,-,-,1,Units,Nylon,"PURPLE PANDA FASHIONS PVT LTD, Purple Panda Fashions Pvt Ltd.Address -Khasra No.566/1 Arun Plaza Bijwasan Near Amity College, Pin-110061 India",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,Solid,-,Nylon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Saree Shapewear,-,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_4.jpg,-,-,-,EU00979585
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Beige Solid Saree Shapewear SW0023A24,Beige,L,1,Clovia,1999,799,This item cannot be returned.,-,-,1,Units,Nylon,"PURPLE PANDA FASHIONS PVT LTD, Purple Panda Fashions Pvt Ltd.Address -Khasra No.566/1 Arun Plaza Bijwasan Near Amity College, Pin-110061 India",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,Solid,-,Nylon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Saree Shapewear,-,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_4.jpg,-,-,-,EU00979586
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Beige Solid Saree Shapewear SW0023A24,Beige,XL,1,Clovia,1999,799,This item cannot be returned.,-,-,1,Units,Nylon,"PURPLE PANDA FASHIONS PVT LTD, Purple Panda Fashions Pvt Ltd.Address -Khasra No.566/1 Arun Plaza Bijwasan Near Amity College, Pin-110061 India",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,Solid,-,Nylon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Saree Shapewear,-,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_4.jpg,-,-,-,EU00979587
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Beige Solid Saree Shapewear SW0023A24,Beige,XXL,1,Clovia,1999,799,This item cannot be returned.,-,-,1,Units,Nylon,"PURPLE PANDA FASHIONS PVT LTD, Purple Panda Fashions Pvt Ltd.Address -Khasra No.566/1 Arun Plaza Bijwasan Near Amity College, Pin-110061 India",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,Solid,-,Nylon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Saree Shapewear,-,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_Clovia_9038949WomenBeigeSolidSareeShapewearSW0023A24_4.jpg,-,-,-,EU00979588
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Charcoal Grey Solid Saree Shapewear,Grey,S,1,Sugathari,1799,665,This item cannot be returned.,-,-,1,Units,Elastane,"Shree Sanskruti Fashion, Shree Sanskruti Fashion, Ring Road, Surat, 395002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,Solid,-,Microfiber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Saree Shapewear,Elastane,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_4.jpg,-,-,-,EU00979589
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Charcoal Grey Solid Saree Shapewear,Grey,M,1,Sugathari,1799,665,This item cannot be returned.,-,-,1,Units,Elastane,"Shree Sanskruti Fashion, Shree Sanskruti Fashion, Ring Road, Surat, 395002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,Solid,-,Microfiber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Saree Shapewear,Elastane,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_4.jpg,-,-,-,EU00979590
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Charcoal Grey Solid Saree Shapewear,Grey,L,1,Sugathari,1799,665,This item cannot be returned.,-,-,1,Units,Elastane,"Shree Sanskruti Fashion, Shree Sanskruti Fashion, Ring Road, Surat, 395002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,Solid,-,Microfiber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Saree Shapewear,Elastane,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_4.jpg,-,-,-,EU00979591
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Charcoal Grey Solid Saree Shapewear,Grey,XL,1,Sugathari,1799,665,This item cannot be returned.,-,-,1,Units,Elastane,"Shree Sanskruti Fashion, Shree Sanskruti Fashion, Ring Road, Surat, 395002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,Solid,-,Microfiber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Saree Shapewear,Elastane,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_4.jpg,-,-,-,EU00979592
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Charcoal Grey Solid Saree Shapewear,Grey,XXL,1,Sugathari,1799,665,This item cannot be returned.,-,-,1,Units,Elastane,"Shree Sanskruti Fashion, Shree Sanskruti Fashion, Ring Road, Surat, 395002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,Solid,-,Microfiber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Saree Shapewear,Elastane,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_Sugathari_15593646WomenCharcoalGreySolidSareeShapewear_4.jpg,-,-,-,EU00979593
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Tummy & Thigh Shapewear,Beige,S,1,FashionRack,1500,675,This item cannot be returned.,-,-,1,Units,Elastane,"Fashionrack, Name - Fashionrack, 89 Ganesh Bhavan,Dadi seth Agairy Lane,Mumbai-400002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,-,-,Cotton,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Corset,Elastane,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_4.jpg,-,-,-,EU00979594
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Tummy & Thigh Shapewear,Beige,M,1,FashionRack,1500,675,This item cannot be returned.,-,-,1,Units,Elastane,"Fashionrack, Name - Fashionrack, 89 Ganesh Bhavan,Dadi seth Agairy Lane,Mumbai-400002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,-,-,Cotton,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Corset,Elastane,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_4.jpg,-,-,-,EU00979595
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Tummy & Thigh Shapewear,Beige,L,1,FashionRack,1500,675,This item cannot be returned.,-,-,1,Units,Elastane,"Fashionrack, Name - Fashionrack, 89 Ganesh Bhavan,Dadi seth Agairy Lane,Mumbai-400002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,-,-,Cotton,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Corset,Elastane,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_4.jpg,-,-,-,EU00979596
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Tummy & Thigh Shapewear,Beige,XL,1,FashionRack,1500,675,This item cannot be returned.,-,-,1,Units,Elastane,"Fashionrack, Name - Fashionrack, 89 Ganesh Bhavan,Dadi seth Agairy Lane,Mumbai-400002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,-,-,Cotton,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Corset,Elastane,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_4.jpg,-,-,-,EU00979597
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Tummy & Thigh Shapewear,Beige,XXL,1,FashionRack,1500,675,This item cannot be returned.,-,-,1,Units,Elastane,"Fashionrack, Name - Fashionrack, 89 Ganesh Bhavan,Dadi seth Agairy Lane,Mumbai-400002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,-,-,Cotton,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Corset,Elastane,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_4.jpg,-,-,-,EU00979598
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Tummy & Thigh Shapewear,Beige,3XL,1,FashionRack,1500,675,This item cannot be returned.,-,-,1,Units,Elastane,"Fashionrack, Name - Fashionrack, 89 Ganesh Bhavan,Dadi seth Agairy Lane,Mumbai-400002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,-,-,Cotton,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Corset,Elastane,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_FashionRack_21372436WomenTummyThighShapewear_4.jpg,-,-,-,EU00979599
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Magenta Pink Solid High Compressed Seamless Instant Slimming Saree Shapewear,"Pink,Magenta",S,1,Inddus,1499,674,This item cannot be returned.,-,-,1,Units,Elastane,"Natural Lifestyle Products Private Limited, INDDUSINC EXIM PVT. LTD.Plot no - 3 to 5, 1st& 2ndfloor, Margiwala compound,Near Komal International Circle, Bamroli Road, Surat-395002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,Solid,-,Microfiber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Saree Shapewear,Elastane,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874726WomenMagentaPinkSolidHighCompressedSeamlessInstantSlimmingSareeShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874726WomenMagentaPinkSolidHighCompressedSeamlessInstantSlimmingSareeShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874726WomenMagentaPinkSolidHighCompressedSeamlessInstantSlimmingSareeShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874726WomenMagentaPinkSolidHighCompressedSeamlessInstantSlimmingSareeShapewear_4.jpg,-,-,-,EU00979600
RET,RET-12-17-12,RET-12-17,RET-12,RET-12-17-12-12,Women Magenta Pink Solid High Compressed Seamless Instant Slimming Saree Shapewear,"Pink,Magenta",M,1,Inddus,1499,674,This item cannot be returned.,-,-,1,Units,Elastane,"Natural Lifestyle Products Private Limited, INDDUSINC EXIM PVT. LTD.Plot no - 3 to 5, 1st& 2ndfloor, Margiwala compound,Near Komal International Circle, Bamroli Road, Surat-395002",India,-,-,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,Solid,-,Microfiber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Women,Saree Shapewear,Elastane,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874726WomenMagentaPinkSolidHighCompressedSeamlessInstantSlimmingSareeShapewear_1.jpg,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874726WomenMagentaPinkSolidHighCompressedSeamlessInstantSlimmingSareeShapewear_2.jpg,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874726WomenMagentaPinkSolidHighCompressedSeamlessInstantSlimmingSareeShapewear_3.jpg,https://datalabs.siva3.io/images/WomenShapewear_Inddus_17874726WomenMagentaPinkSolidHighCompressedSeamlessInstantSlimmingSareeShapewear_4.jpg,-,-,-,EU00979601
