L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,CookStyle,"CookStyle Silicone Cake Mould Set - Assorted Colour, BB6454-3, 6 pcs","CookStyle Cake Mould is made with the finest quality silicone which helps in even heating and better baking. This tin has a non-stick coat for easy baking, which is suitable for everyday household baking and is easy to clean. It is convenient, easy to use and easy to store. This mould is 100% food-grade, BPA free and dishwasher safe. It is temperature resistant from -40 Degree to 230 Degrees Celsius. It is ideal for all baking and serving purposes, great for baking muffins, cupcakes and bread.",6 pcs,pcs,6 pcs,6,1,259,149,"Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059",China,['40229872'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40229872_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229872-2_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229872-3_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229872-4_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229872-5_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229872-6_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229872-7_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-3.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made with finest quality silicone.
2. Non-stick and are easy to clean.
3. Helps in even heating and better baking.
4. Convenient, easy to use and easy to store.
5. 100% food-grade, BPA free and dishwasher safe.","1. It is suitable for everyday household baking.
2. It is ideal for all baking and serving purpose, great for baking muffins, cupcakes and bread.","[{'EAN Code': '40229872'}, {'Manufacturer Name & Marketed by ': 'Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059'}, {'Country of Origin': 'China'}]","Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059",-,-,-,"1. Brand :- CookStyle.
2. Type :- Bakeware Moulds, Cutters.
3. Material :- Silicone. Assorted.
4. Weight :- 65 g.
5. Capacity:- NA.
6. Features :- 100% Eco-Friendly, Dishwasher Safe, Easy To Wash, Easy To Store, Bpa Free Silicon.
7. Package Content :- 6 Pcs Set.
8. Lid Material :- NA.
9. Lid Included :- NA.
10. Handle Included :- NA.
11. Handle Material :- NA.
12. Induction Friendly :- NA.
13. Non-Stick :- NA.
14. Thickness :- NA.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,CookStyle,"CookStyle Silicone Cake Mould Set - Assorted Colour, BB6454-4, 6 pcs","CookStyle Cake Mould is made with the finest quality silicone which helps in even heating and better baking. This tin has a non-stick coat for easy baking, which is suitable for everyday household baking and is easy to clean. It is convenient, easy to use and easy to store. This mould is 100% food-grade, BPA free and dishwasher safe. It is temperature resistant from -40 Degree to 230 Degrees Celsius. It is ideal for all baking and serving purposes, great for baking muffins, cupcakes and bread.",6 pcs,pcs,6 pcs,6,1,259,149,"Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059",China,['40229873'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40229873_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-4.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229873-2_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-4.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229873-3_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-4.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229873-4_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-4.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229873-5_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-4.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229873-6_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-4.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229873-7_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-4.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229873-8_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-4.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made with finest quality silicone.
2. Non-stick and are easy to clean.
3. Helps in even heating and better baking.
4. Convenient, easy to use and easy to store.
5. 100% food-grade, BPA free and dishwasher safe.","1. It is suitable for everyday household baking.
2. It is ideal for all baking and serving purpose, great for baking muffins, cupcakes and bread.","[{'EAN Code': '40229873'}, {'Manufacturer Name & Marketed by ': 'Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059'}, {'Country of Origin': 'China'}]","Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059",-,-,-,"1. Brand :- CookStyle.
2. Type :- Bakeware Moulds, Cutters.
3. Material :- Silicone. Assorted.
4. Weight :- 70 gms.
5. Capacity:- NA.
6. Features :- 100% Eco-Friendly, Dishwasher Safe, Easy To Wash, Easy To Store, Bpa Free Silicon.
7. Package Content :- 6 Pcs Set.
8. Lid Material :- NA.
9. Lid Included :- NA.
10. Handle Included :- NA.
11. Handle Material :- NA.
12. Induction Friendly :- NA.
13. Non-Stick :- NA.
14. Thickness :- NA.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,CookStyle,"CookStyle Silicone Cake Mould Set - Assorted Colour, BB6454-5, 6 pcs","CookStyle Cake Mould is made with the finest quality silicone which helps in even heating and better baking. This tin has a non-stick coat for easy baking, which is suitable for everyday household baking and is easy to clean. It is convenient, easy to use and easy to store. This mould is 100% food-grade, BPA free and dishwasher safe. It is temperature resistant from -40 Degree to 230 Degrees Celsius. It is ideal for all baking and serving purposes, great for baking muffins, cupcakes and bread.",6 pcs,pcs,6 pcs,6,1,259,149,"Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059",China,['40229874'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40229874_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-5.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229874-2_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-5.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229874-3_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-5.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229874-4_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-5.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229874-5_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-5.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229874-6_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-5.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229874-7_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-5.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made with finest quality silicone.
2. Non-stick and are easy to clean.
3. Helps in even heating and better baking.
4. Convenient, easy to use and easy to store.
5. 100% food-grade, BPA free and dishwasher safe.","1. It is suitable for everyday household baking.
2. It is ideal for all baking and serving purpose, great for baking muffins, cupcakes and bread.","[{'EAN Code': '40229874'}, {'Manufacturer Name & Marketed by ': 'Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059'}, {'Country of Origin': 'China'}]","Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059",-,-,-,"1. Brand :- CookStyle.
2. Type :- Bakeware Moulds, Cutters.
3. Material :- Silicone. Assorted.
4. Weight :- 70 gms.
5. Capacity:- NA.
6. Features :- 100% Eco-Friendly, Dishwasher Safe, Easy To Wash, Easy To Store, Bpa Free Silicon.
7. Package Content :- 6 Pcs Set.
8. Lid Material :- NA.
9. Lid Included :- NA.
10. Handle Included :- NA.
11. Handle Material :- NA.
12. Induction Friendly :- NA.
13. Non-Stick :- NA.
14. Thickness :- NA.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,CookStyle,"CookStyle Silicone Cake Mould Set - Assorted Colour, BB6454-6, 6 pcs","CookStyle Cake Mould is made with the finest quality silicone which helps in even heating and better baking. This tin has a non-stick coat for easy baking, which is suitable for everyday household baking and is easy to clean. It is convenient, easy to use and easy to store. This mould is 100% food-grade, BPA free and dishwasher safe. It is temperature resistant from -40 Degree to 230 Degrees Celsius. It is ideal for all baking and serving purposes, great for baking muffins, cupcakes and bread.",6 pcs,pcs,6 pcs,6,1,259,149,"Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059",China,['40229875'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40229875_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-6.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229875-2_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-6.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229875-3_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-6.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229875-4_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-6.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229875-5_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-6.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229875-6_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-6.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229875-7_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-6.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made with finest quality silicone.
2. Non-stick and are easy to clean.
3. Helps in even heating and better baking.
4. Convenient, easy to use and easy to store.
5. 100% food-grade, BPA free and dishwasher safe.","1. It is suitable for everyday household baking.
2. It is ideal for all baking and serving purposes, great for baking muffins, cupcakes and bread.","[{'EAN Code': '40229875'}, {'Manufacturer Name & Marketed by ': 'Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059'}, {'Country of Origin': 'China'}]","Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059",-,-,-,"1. Brand :- CookStyle.
2. Type :- Bakeware Moulds, Cutters
3. Material :- Silicone. Assorted.
4. Weight :- 65 g
5. Capacity:- NA.
6. Features :- 100% Eco-Friendly, Dishwasher Safe, Easy To Wash, Easy To Store, Bpa Free Silicon.
7. Package Content :- 6 Pcs Set.
8. Lid Material :- NA.
9. Lid Included :- NA.
10. Handle Included :- NA.
11. Handle Material :- NA.
12. Induction Friendly :- NA.
13. Non-Stick :- NA.
14. Thickness :- NA.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,CookStyle,"CookStyle Silicone Cake Mould Set - Assorted Colour, BB6454-7, 6 pcs","CookStyle Cake Mould is made with finest quality silicone which helps in even heating and better baking. This tin has a non-stick coat for easy baking, which is suitable for everyday household baking and is easy to clean. It is convenient, easy to use and easy to store. This mould is 100% food-grade, BPA free and dishwasher safe. It is temperature resistant from -40 Degree to 230 Degrees Celsius. It is ideal for all baking and serving purpose, great for baking muffins, cupcakes and bread.",6 pcs,pcs,6 pcs,6,1,259,149,"Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059",China,['40229876'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40229876_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-7.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229876-2_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-7.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229876-3_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-7.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229876-4_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-7.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229876-5_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-7.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229876-6_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-7.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229876-7_1-cookstyle-silicone-cake-mould-set-assorted-colour-bb6454-7.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made with finest quality silicone.
2. Non-stick and are easy to clean.
3. Helps in even heating and better baking.
4. Convenient, easy to use and easy to store.
5. 100% food-grade, BPA free and dishwasher safe.","1. It is suitable for everyday household baking.
2. It is ideal for all baking and serving purpose, great for baking muffins, cupcakes and bread.","[{'EAN Code': '40229876'}, {'Manufacturer Name & Marketed by ': 'Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059'}, {'Country of Origin': 'China'}]","Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059",-,-,-,"1. Brand :- CookStyle.
2. Type :- Bakeware Moulds, Cutters.
3. Material :- Silicone. Assorted.
4. Weight :- 70 g.
5. Capacity:- NA.
6. Features :- 100% Eco-Friendly, Dishwasher Safe, Easy To Wash, Easy To Store, Bpa Free Silicon.
7. Package Content :- 6 Pcs Set.
8. Lid Material :- NA.
9. Lid Included :- NA.
10. Handle Included :- NA.
11. Handle Material :- NA.
12. Induction Friendly :- NA.
14. Non-Stick :- NA.
15. Thickness :- NA.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Aluminium Flower Shaped Cake Mould - For Oven, DP024, 3 pcs","DP Aluminium Round Cake Mould for Ovens, The classic aluminium pans. Durable, even-heating and built to hold their shape through years of use. We named them Performance Pans because they perform beautifully. These are great all-purpose pans. You'll use them for casseroles, entrees, baked desserts and more.",3 pcs,pcs,3 pcs,3,1,959,439,"Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059?",India,['40223437'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40223437_1-dp-aluminium-flower-shaped-cake-mould-for-oven-dp024.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223437-2_1-dp-aluminium-flower-shaped-cake-mould-for-oven-dp024.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223437-3_1-dp-aluminium-flower-shaped-cake-mould-for-oven-dp024.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223437-4_1-dp-aluminium-flower-shaped-cake-mould-for-oven-dp024.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223437-5_1-dp-aluminium-flower-shaped-cake-mould-for-oven-dp024.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It can be used in otg, microwave ( in convection mode) & pressure cooker for baking.
2. This simple, easy to use set allows you to precisely and professionally add that magic to the party so you can turn out professional-looking desserts in your home kitchen.
3. You can enjoy the benefits of mould by making ice cream in your home fridge.
4. Easy wash and re-use moulds after being used you can easily clean.","[{'EAN Code': '40223437'}, {'Manufacturer Name & ': 'Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059?'}, {'Country of Origin': 'India'}]",-,-,-,"1. Clean all products properly.
2. Never ""dry heat""
3. Wipe off residual oil with a paper napkin or muslin cloth from hot Mould immediately after cooking.
4. Allow Mould to cool before washing.","Brand: Dp
Type: Cake Mould
Material: Aluminium
Colour: Assorted
Package Content: 3 Pcs Set",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Aluminium Heart Shape Cake Mould - For Ovens, DP022, 3 pcs","DP Aluminium Heart Shape Cake Mould for Ovens, The classic aluminium pans. Durable, even-heating and built to hold their shape through years of use. We named them Performance Pans because they perform beautifully. These are great all-purpose pans. You'll use them for casseroles, entrees, baked desserts and more.",3 pcs,pcs,3 pcs,3,1,959,439,"Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059?",India,['40223435'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40223435_1-dp-aluminium-heart-shape-cake-mould-for-ovens-dp022.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223435-2_1-dp-aluminium-heart-shape-cake-mould-for-ovens-dp022.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223435-3_1-dp-aluminium-heart-shape-cake-mould-for-ovens-dp022.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223435-4_1-dp-aluminium-heart-shape-cake-mould-for-ovens-dp022.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223435-5_1-dp-aluminium-heart-shape-cake-mould-for-ovens-dp022.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223435-6_1-dp-aluminium-heart-shape-cake-mould-for-ovens-dp022.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It can be used in otg, microwave ( in convection mode) & pressure cooker for baking.
2. This simple, easy to use set allows you to precisely and professionally add that magic to the party so you can turn out professional-looking desserts in your home kitchen.
3. You can enjoy the benefits of mould by making ice cream in your home fridge.
4. Easy wash and re-use moulds after being used you can easily clean.","[{'EAN Code': '40223435'}, {'Manufacturer Name & ': 'Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059?'}, {'Country of Origin': 'India'}]",-,-,-,"1. Clean all products properly.
2. Never ""dry heat"".
3. Wipe off residual oil with a paper napkin or muslin cloth from a hot Mould immediately after cooking.
4. Allow Mould to cool before washing.","Brand: Dp
Type: Cake Mould
Material: Aluminium
Colour: Assorted
Package Content: 3 Pcs Set",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Aluminium Round Cake Mould - For Ovens, DP021, 3 pcs","DP Aluminium Round Cake Mould for Ovens, The classic aluminium pans. Durable, even-heating and built to hold their shape through years of use. We named them Performance Pans because they perform beautifully. These are great all-purpose pans. You'll use them for casseroles, entrees, baked desserts and more.",3 pcs,pcs,3 pcs,3,1,839,389,"Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059?",India,['40223434'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40223434_1-dp-aluminium-round-cake-mould-for-ovens-dp021.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223434-2_1-dp-aluminium-round-cake-mould-for-ovens-dp021.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223434-3_1-dp-aluminium-round-cake-mould-for-ovens-dp021.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223434-4_1-dp-aluminium-round-cake-mould-for-ovens-dp021.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223434-5_1-dp-aluminium-round-cake-mould-for-ovens-dp021.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It can be used in otg, microwave ( in convection mode) & pressure cooker for baking.
2. This simple, easy to use set allows you to precisely and professionally add that magic to the party so you can turn out professional-looking desserts in your home kitchen.
3. You can enjoy the benefits of mould by making ice cream in your home fridge.
4. Easy wash and re-use moulds after being used you can easily clean.","[{'EAN Code': '40223434'}, {'Manufacturer Name & ': 'Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059?'}, {'Country of Origin': 'India'}]",-,-,-,"1. Clean all products properly.
2. Never ""dry heat"".
3. Wipe off residual oil with a paper napkin or muslin cloth from a hot Mould immediately after cooking.
4. Allow Mould to cool before washing.","Brand: Dp
Type: Cake Mould
Material: Aluminium
Colour: Assorted
Package Content: 3 Pcs Set",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Aluminium Square Shape Cake Mould - For Ovens, DP023, 3 pcs","DP Aluminium Square Shape Cake Mould for Ovens, The classic aluminium pans. Durable, even-heating and built to hold their shape through years of use. We named them Performance Pans because they perform beautifully. These are great all-purpose pans. You'll use them for casseroles, entrees, baked desserts and more.",3 pcs,pcs,3 pcs,3,1,959,439,"Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059?",India,['40223436'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40223436_1-dp-aluminium-square-shape-cake-mould-for-ovens-dp023.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223436-2_1-dp-aluminium-square-shape-cake-mould-for-ovens-dp023.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223436-3_1-dp-aluminium-square-shape-cake-mould-for-ovens-dp023.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223436-4_1-dp-aluminium-square-shape-cake-mould-for-ovens-dp023.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40223436-5_1-dp-aluminium-square-shape-cake-mould-for-ovens-dp023.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It can be used in otg, microwave ( in convection mode) & pressure cooker for baking.
2. This simple, easy to use set allows you to precisely and professionally add that magic to the party so you can turn out professional-looking desserts in your home kitchen.
3. You can enjoy the benefits of mould by making ice cream in your home fridge.
4. Easy wash and re-use moulds after being used you can easily clean.","[{'EAN Code': '40223436'}, {'Manufacturer Name & ': 'Decent Plasic, Plot No. 37/84 ,Nawada Industrial Area, Uttam Nagar, New Delhi -110059?'}, {'Country of Origin': 'India'}]",-,-,-,"1. Clean all product Properly
2. Never ""dry heat""
3. Wipe off residual oil with a paper napkin or muslin cloth from a hot Mould immediately after cooking
4. Allow Mould to cool before washing.","Brand: Dp
Type: Cake Mould
Material: Aluminium
Colour: Assorted
Package Content: 3 Pcs Set",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Baking Measuring Cups/Spoons Set - Plastic Multi Colour, 6 pcs","Baking or cooking can be fun and a blunder too at the same time, if the measurements of the ingredients go wrong. 
But worry not, these measuring cups are here to rescue. The measuring cups are multicoloured, which comes in different sizes, according to the standard measurements. They are pretty strong and durable yet lightweight at the same time, courtesy its high-quality plastic material. It is a set of 6.",6 pcs,pcs,6 pcs,6,1,239,149,"Decent Plastic no, 84 Nawada Industrial Area Uttam Nagar-110059",China,['40118238'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40118238_5-dp-baking-measuring-cupsspoons-set-plastic-multi-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40118238-2_5-dp-baking-measuring-cupsspoons-set-plastic-multi-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40118238-3_5-dp-baking-measuring-cupsspoons-set-plastic-multi-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40118238-4_5-dp-baking-measuring-cupsspoons-set-plastic-multi-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40118238-5_5-dp-baking-measuring-cupsspoons-set-plastic-multi-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40118238'}, {'Country of Origin': 'China'}, {'",-,-,-,-,"Brand: DP
SKU Code: BB 1101
Capacity: 250 ml
Material: Plastic
Product Type: Measuring Cups
Colour: Multicolour
Dimensions(LXBXH): 9x17 cm
Dimensions(LXBXH): 8x15 cm
Dimensions(LXBXH): 7x13.5 cm
Dimensions(LXBXH): 6x12.5 cm
Dimensions(LXBXH): 4.5x11 cm
Dimensions(LXBXH): 3.5x10 cm
Package Content: 6",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,DP,"DP Basting Brush - Heat Resistant Silicon, Assorted colors - For Kitchen Use, 1 pc","These pink kitchen brushes are useful kitchen tools when it comes to cooking. These brushes come handy for applying oil while cooking food, barbequing or to add drizzles while making pastries. The brushes are made of plastic and silicone and silicone being heat resistant, can be directly used on hot food. The brushes cool quickly and are easy to clean, lightweight, non-stick, flexible and easy to handle.
PLEASE NOTE: Stock will be sent based on colours available",1 pc,pc,1 pc,1,1,209,149,"Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-112",China,['62944641432650'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40154288_2-dp-basting-brush-heat-resistant-silicon-assorted-colors-for-kitchen-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40154288-2_2-dp-basting-brush-heat-resistant-silicon-assorted-colors-for-kitchen-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40154288-3_1-dp-basting-brush-heat-resistant-silicon-assorted-colors-for-kitchen-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40154288-4_1-dp-basting-brush-heat-resistant-silicon-assorted-colors-for-kitchen-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40154288-5_1-dp-basting-brush-heat-resistant-silicon-assorted-colors-for-kitchen-use.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '62944641432650'}, {'Manufactured & Marketed by': 'Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-112'}, {'Country of Origin': 'China'}, {'","Plot 84, Nawada Industrial Area, Uttam Nagar, New Delhi-112",-,-,Do not use harsh chemicals to clean.,"Brand: DP
Model No.: BB-1164 PNK
Material: Silicone And Plastic
Product Type: Brush
Colour: Pink
Package Content: 1",-
