L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,HAZEL,"HAZEL Aluminium Square Cake Mould - Small, Assorted Colour, 1 pc","Ideal for the baker in you, who loves the perfection in cake recipes. Hazel has come with best quality aluminium moulds to add excellence to your baking interests. aluminium is the best material for baking, the construction allows for consistent, even heating and it has better heat conductivity than any other bakeware. The food-grade aluminium moulds are perfectly safe and healthy options for your homes. The cake mould tin is non-toxic, non-staining and non-reactive with food and resistant to dents bakeware. It is easy to use and clean. The mould is square in shape and you can go from traditional to trendy. The versatility of shape is one of the beauties of the product. You‚re guaranteed the perfect cake every time! Durable aluminium construction with easy to store and clean. This tin can be used In Microwave Ovens With Convection Mode Only, Normal OTG Ovens & Pressure Cookers. Ideal for both beginner and experienced decorators.",1 pc,pc,1 pc,1,1,399,149,"Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",India,['40203579'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40203579_2-hazel-aluminium-square-cake-mould-small-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40203579-2_1-hazel-aluminium-square-cake-mould-small-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40203579-3_1-hazel-aluminium-square-cake-mould-small-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40203579'}, {'Manufacturer Name and ': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not use metal utensils to clean that can damage or scratch the inner surface. Keep out of reach from children.,"Brand: Hazel 
Type: Mould 
Material: Aluminium
Colour: Assorted 
Package Content : 1 pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,HAZEL,"HAZEL Big Silicone Chocolate Mould - Assorted, 1 pc","Prepare delicious gourmet chocolate at home with this multi-design mould. The best quality chocolate mould is made out of 100% European-grade silicone which is durable to maintain its original shape and non-stick quality. It is flexible enough to pop out food with ease and is safe for use in freezer and oven.
It is temperature resistant from -40 Degree to 230 Degrees Celsius.",1 pc,pc,1 pc,1,1,529,229,"Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",India,['40184842'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40184842_5-hazel-big-silicone-chocolate-mould.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184842-2_6-hazel-big-silicone-chocolate-mould.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184842-3_6-hazel-big-silicone-chocolate-mould.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184842-4_1-hazel-big-silicone-chocolate-mould.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40184842'}, {'Country of origin': 'India'}]",-,-,-,-,"‚ Brand: HAZEL
‚ Type: Chocolate Moulds
‚ Body Material: Silicon
‚ Colour: Assorted
‚ Weight: 200g
‚ Dimension: Length-280mm, Width-230mm, Height-18mm
‚ Package Content: 1 Pc Big Silicon Chocolate Mould",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,HAZEL,"HAZEL Big Silicone Spatula With Plastic Handle - Blue, 1 pc","This silicone spatula is safety-tested, heat resistant up to 230 degree Celsius, and guaranteed 100% BPA-free. Soft and flexible with removable silicone heads can reach and scrape out a bowl or container and work wonderfully for spreading too. Silicone is like the glass we usually see, nontoxic and insoluble in water and its chemical properties are very stable. With high strength of softness, corrosion resistance and high-temperature resistance, these small all-around silicone spatulas will not rust or burn your hands during use. The non-scratch silicone heads pair great with your expensive non-stick pans, pots and bakeware, ensuring that the cookware surface is not scratched or dented. They‚re the perfect tools to protect and extend the life of all your kitchen cookware.",1 pc,pc,1 pc,1,1,429,89,"Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",India,['40184848'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40184848_7-hazel-big-silicone-spatula-with-plastic-handle-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184848-2_7-hazel-big-silicone-spatula-with-plastic-handle-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184848-3_3-hazel-big-silicone-spatula-with-plastic-handle-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184848-4_3-hazel-big-silicone-spatula-with-plastic-handle-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184848-5_3-hazel-big-silicone-spatula-with-plastic-handle-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40184848'}, {'Country of origin': 'India'}]",-,-,-,-,"‚ Brand: HAZEL
‚ Type: Spatula
‚ Body Material: Silicon
‚ Handle Material: Plastic
‚ Colour: Blue
‚ Weight: 70 g
‚ Dimension: Length-300mm, Width-60mm, Height-25mm
‚ Package Content: 1 Pc Big Silicon Spatula with Plastic Handle",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,HAZEL,"HAZEL Big Silicone Spoonula With Plastic Handle - Red, 1 pc","Spoonula is a unique product which is a combination of spatula and spoon. It is safety-tested, heat resistant up to 230 degree Celsius, and guaranteed 100% BPA-free. Soft and flexible with removable silicone heads can reach and scrape out a bowl or container and work wonderfully for spreading too. Silicone is like the glass we usually see, nontoxic and insoluble in water and its chemical properties are very stable. With high strength of softness, corrosion resistance and high-temperature resistance, these small all-around silicone spatulas will not rust or burn your hands during use. The non-scratch silicone heads pair great with your expensive non-stick pans, pots and bakeware, ensuring that the cookware surface is not scratched or dented. They‚re the perfect tools to protect and extend the life of all your kitchen cookware.",1 pc,pc,1 pc,1,1,429,99,"Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",India,['40184846'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40184846_9-hazel-big-silicone-spoonula-with-plastic-handle-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184846-2_7-hazel-big-silicone-spoonula-with-plastic-handle-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184846-3_7-hazel-big-silicone-spoonula-with-plastic-handle-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184846-4_3-hazel-big-silicone-spoonula-with-plastic-handle-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184846-5_2-hazel-big-silicone-spoonula-with-plastic-handle-red.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40184846'}, {'Country of origin': 'India'}]",-,-,-,-,"‚ Brand: HAZEL
‚ Type: Spoonula
‚ Body Material: Silicon
‚ Handle Material: Plastic
‚ Colour: Red
‚ Weight: 70 g
‚ Dimension : Length-300mm, Width-60mm, Height-25mm
‚ Package Content: 1 Pc Big Silicon Spoonula Spatula with Plastic Handle",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,HAZEL,"HAZEL Cotton Oven Glove, 1 pc","An easy, stylish way that you can protect yourself when you cook! These Oven Mitts are the answer! Made in India by skilled artisans, the Oven Mitts are a luxurious alternative to potholders. The mitts fully cover your hands and wrists to protect you from hot cookware. 
At 12 inches by 8 inches in size, the oven mitts fit both men and women perfectly, and they are amply padded and insulated to provide optimal protection. 
The Oven Mitts are fashioned out of 100% cotton, 300 GSM polyfill making them incredibly soft. The weave of the fabric is breathable, so your hands won't get sweaty and overheated when you're wearing them.
The quilting adds to their protectiveness while making them more comfortable to wear. For your convenience, the Oven Mitts feature hanger loops. When not in use, they can be hung on a hook within easy reach, so you never have to hunt for them when you're cooking. If the oven mitts get dirty, you can launder them in the washing machine. 
Use cold water and do not bleach for best results. Then, line dry them in the shade.",1 pc,pc,1 pc,1,1,330,129,"Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",India,['40184947'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40184947_2-hazel-cotton-oven-glove.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40184947'}, {'Country of origin': 'India'}]",-,-,-,-,"‚ Brand : HAZEL
‚ Type : Gloves
‚ Body Material : Cotton
‚ Material : Cotton
‚ Colour: Multicolour
‚ Dimension : Length-160mm, Width-330mm, Height-10mm
‚ Package Content : Gloves",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,HAZEL,"HAZEL Food Grade Aluminium Round Shape Cake Mould - 7 Inch, 1 pc","Baking can now be hassle-free, easy and convenient as per your needs. This cake tin is ideal for cakes moulding sugar pastry and chocolate, desserts. This is food grade aluminium which is strong, lightweight and will last for years if used carefully. Ideal for both beginner & experienced decorators, aluminium tin, mould can be used in normal OTG, microwave oven (in convection mode) & pressure cookers.",1 pc,pc,1 pc,1,1,449,179,"Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",India,['40184928'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40184928_4-hazel-food-grade-aluminium-round-shape-cake-mould-7-inch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184928-2_4-hazel-food-grade-aluminium-round-shape-cake-mould-7-inch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184928-3_4-hazel-food-grade-aluminium-round-shape-cake-mould-7-inch.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40184928'}, {'Country of origin': 'India'}]",-,-,-,-,"‚ Brand : HAZEL
‚ Type : Cake Mould
‚ Body Material : Aluminium
‚ Material : Aluminium
‚ Colour: Silver
‚ Dimension : Length-200mm, Width-200mm, Height-60mm
‚ Package Content : 1 Cake Mould",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,HAZEL,"HAZEL Food Grade Aluminium Round Shape Cake Mould - 8 Inch, 1 pc","Baking can now be hassle-free, easy and convenient as per your needs. This cake tin is ideal for cakes moulding sugar pastry and chocolate, desserts. This is food grade aluminium which is strong, lightweight and will last for years if used carefully. Ideal for both beginner & experienced decorators, aluminium tin, mould can be used in normal OTG, microwave oven (in convection mode) & pressure cookers.",1 pc,pc,1 pc,1,1,499,199,"Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",India,['40184929'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40184929_4-hazel-food-grade-aluminium-round-shape-cake-mould-8-inch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184929-2_4-hazel-food-grade-aluminium-round-shape-cake-mould-8-inch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184929-3_4-hazel-food-grade-aluminium-round-shape-cake-mould-8-inch.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40184929'}, {'Country of origin': 'India'}]",-,-,-,-,"‚ Brand : HAZEL
‚ Type : Cake Mould
‚ Body Material : Aluminium
‚ Material : Aluminium
‚ Colour: Silver
‚ Dimension : Length-220mm, Width-220mm, Height-60mm
‚ Package Content : 1 Cake Mould",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,HAZEL,"HAZEL Grain Scoop Measuring Spoon - Large, Assorted Colour, 1 pc","HAZEL grain scoop measuring spoon is designed keeping in mind your comfort, ease of use, and convenience to store. This large-sized measuring spoon is ideal and a must-have for every kitchen to ensure that the number of grains used is accurate for the number of people you're cooking for. This grain scoop measuring spoon is made up of high-grade stainless steel which doesn't rust at all, making the spoon last-long for years at a stretch. After use, the measuring spoon can be hung up without taking much of space.",1 pc,pc,1 pc,1,1,399,229,"Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",India,['40061180'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40061180_3-hazel-grain-scoop-measuring-spoon-large-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40061180'}, {'Manufacturer Name and ': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not scrub the spoon when cleaning. Keep out of reach from children.,"‚ Brand : Hazel
‚ Type : Cupcake & Stand
‚ Material : Silicon & Plastic
‚ Colour : Assorted
‚ Package Content : 1pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,HAZEL,"HAZEL Grain Scoop Measuring Spoon - Medium, Assorted Colour, 1 pc","HAZEL grain scoop measuring spoon is designed keeping in mind your comfort, ease of use, and convenience to store. This medium-sized measuring spoon is ideal and a must-have for every kitchen to ensure that the number of grains used is accurate for the number of people you're cooking for. This grain scoop measuring spoon is made up of high-grade stainless steel which doesn't rust at all, making the spoon last-long for years at a stretch. After use, the measuring spoon can be hung up without taking much of space.",1 pc,pc,1 pc,1,1,379,199,"Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",India,['40061179'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40061179_2-hazel-grain-scoop-measuring-spoon-medium-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40061179'}, {'Manufacturer Name and ': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not scrub the spoon when cleaning. Keep out of reach from children.,"‚ Brand : Hazel
‚ Type : Cupcake & Stand
‚ Material : Silicon & Plastic
‚ Colour : Assorted
‚ Package Content : 1pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,HAZEL,"HAZEL Long French Bread Tray - Heavy Gauge, Aluminized Steel, Non Stick, For Baguettes, Grey, 1 pc","HAZEL's Long French Bread Tray is made of food-grade aluminium that makes the food completely safe to consume. The non-stick coating gives the edges a smoother finish and the rust-resistant surface makes sure the tin stays in perfect condition even after washing it regularly. The surface of the bread pans are designed with perforations that promote water loss ensuring perfect crispiness to the bread. This mould is the perfect choice to bake those crispy and evenly browned French breads. Explore Hazel's range of oven mitts, pot holders, piping bags and more for all your baking needs.",1 pc,pc,1 pc,1,1,4139,1999,"Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",India,['40240108'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40240108_4-hazel-long-french-bread-tray-heavy-gauge-aluminized-steel-non-stick-for-baguettes-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240108-2_4-hazel-long-french-bread-tray-heavy-gauge-aluminized-steel-non-stick-for-baguettes-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240108-3_4-hazel-long-french-bread-tray-heavy-gauge-aluminized-steel-non-stick-for-baguettes-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240108-4_4-hazel-long-french-bread-tray-heavy-gauge-aluminized-steel-non-stick-for-baguettes-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240108-5_4-hazel-long-french-bread-tray-heavy-gauge-aluminized-steel-non-stick-for-baguettes-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240108-6_4-hazel-long-french-bread-tray-heavy-gauge-aluminized-steel-non-stick-for-baguettes-grey.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Aluminium material
Non-stick
Perforation to allow water loss
Uniform heat conductivity
Sturdy -Easy to clean
Food grade material
Dishwasher safe
Multi-purpose
Easy to use
Rust resistant
High-temperature resistance
Made in India",-,"[{'EAN Code': '40240108'}, {'Manufactured & Marketed By': 'Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302'}, {'Country of Origin': 'India'}]","Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",-,-,-,"Type - Bread Mould
Material: Aluminized Steel
Material grade: Aluminized Steel
Thickness - NA
Colour - Grey
Size: 16 x15 Inches
Non-stick - No
Induction friendly - No
Handle material - NA
Handle included - NA
Capacity - NA
Lid included - NA
Lid material - NA
Package content - 1 pc Bread Mould",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,HAZEL,"HAZEL Long French Bread Tray - Heavy Gauge, Aluminized Steel, Non Stick, For Baguettes, Red, 1 pc","HAZEL's Long French Bread Tray is the perfect option to make baguette breads for an authentic French experience. The perforated surface promotes water loss which permits moisture in the dough to escape resulting in that crispy brown crust to the bread. This pan is made from food grade aluminium which has amazing thermal conductivity and uniform baking properties. The non-toxic and non-stick coating makes sure the bread is safe and healthy to eat. This mould is dishwasher safe and easy to clean. Explore Hazel's range of oven mitts, pot holders, piping bags and more for all your baking needs.",1 pc,pc,1 pc,1,1,4139,1999,"Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",India,['40240107'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40240107_4-hazel-long-french-bread-tray-heavy-gauge-aluminized-steel-non-stick-for-baguettes-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240107-2_4-hazel-long-french-bread-tray-heavy-gauge-aluminized-steel-non-stick-for-baguettes-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240107-3_4-hazel-long-french-bread-tray-heavy-gauge-aluminized-steel-non-stick-for-baguettes-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240107-4_4-hazel-long-french-bread-tray-heavy-gauge-aluminized-steel-non-stick-for-baguettes-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240107-5_4-hazel-long-french-bread-tray-heavy-gauge-aluminized-steel-non-stick-for-baguettes-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240107-6_4-hazel-long-french-bread-tray-heavy-gauge-aluminized-steel-non-stick-for-baguettes-red.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Aluminium material
Non-stick
Perforation to allow water loss
Uniform heat conductivity
Sturdy
Easy to clean
Food grade material
Dishwasher safe
Multi-purpose
Easy to use
Rust resistant
High-temperature resistant
Made in India",-,"[{'EAN Code': '40240107'}, {'Manufactured & Marketed By': 'Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302'}, {'Country of Origin': 'India'}]","Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",-,-,-,"Type - Bread Mould
Material: Aluminized Steel
Material grade: Aluminized Steel
Thickness - NA
Colour - Red
Size: 16 x15 Inches
Non-stick - No
Induction friendly - No
Handle material - NA
Handle included - NA
Capacity - NA
Lid included - NA
Lid material - NA
Package content - 1 pc Bread Mould",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,HAZEL,"HAZEL Non-Stick 12 Cavity Muffin Tray - Assorted Colour, 1 pc","From the house of Hazel, this twelve-piece cavity muffin tray is specially made for household use to make equal sized round muffins, corns, bread, puddings, jelly, muffin cakes with flavours and tastes and so on. The high grade non-stick carbon steel has a long-lasting, leak-proof, non-stick properties for even heating and better browning and baking making the crust look deliciously yummy and beautiful. The surface being stick-resistant helps in quick release of the muffin/cupcake from the tray for decoration. Since the surface in non-stick, you really need not grease it with oil before baking. Saving calories have never been easier!",1 pc,pc,1 pc,1,1,599,379,"Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",India,['40203575'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40203575_3-hazel-non-stick-12-cavity-muffin-tray-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40203575-2_3-hazel-non-stick-12-cavity-muffin-tray-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40203575-3_3-hazel-non-stick-12-cavity-muffin-tray-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40203575-4_3-hazel-non-stick-12-cavity-muffin-tray-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40203575-5_3-hazel-non-stick-12-cavity-muffin-tray-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40203575'}, {'Manufacturer Name and ': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Marketed by': 'Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004'}, {'Country of origin': 'India'}]","Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",-,-,Do not use metal utensils to clean that can damage or scratch the inner surface. Keep out of reach from children.,"Brand : Hazel
Type : Pan
Material : Carbon Steel
Color : Assorted
Package Content : 1 pcs",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,HAZEL,"HAZEL Non-Stick Pizza Pan - Baking Plate, 11 Inch, Medium, 1 pc","Hazel Non-Stick Pizza Pan Made from anodized aluminum, this pan will cook your topping-loaded pizza quickly and evenly. Hard coat anodized pans, like this one, undergo a special elector-chemical process that converts the surface of aluminum into aluminum oxide. hard coat finish and its dark coloring, this pan heats up quickly and gets hotter than typical pans to promote rapid baking. Hazel 1 Pc non-stick Pizza plate - 11"". Non-stick Coating. Plate Dimension:. 11 Inch: 25 x 25 x 1.5 (cm),",1 pc,pc,1 pc,1,1,699,499,"Value Retail, 1st Floor, Lad Wadi, 26-A VP Road, Next to Sarvotam Bakery, Near C.P. Tank, Bhuleshwar, Charni Road - East,. City- Mumbai State- Maharashtra Pin code- 400004",India,['40184945'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40184945_5-hazel-non-stick-pizza-pan-baking-plate-11-inch-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184945-2_3-hazel-non-stick-pizza-pan-baking-plate-11-inch-medium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184945-3_1-hazel-non-stick-pizza-pan-baking-plate-11-inch-medium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40184945'}, {'Country of origin': 'India'}]",-,-,-,-,"Specification
‚ Brand : HAZEL
‚ Type : Pizza Pan
‚ Body Material : Aluminium
‚ Material : Aluminium
‚ Colour: Black
‚ Dimension : Length-250mm, Width-250mm, Height-15mm
‚ Package Content : 1 Pc Pizza Plate
‚ Weight: 280 g",-
