L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Ingredients
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Bitter Gourd - Organically Grown (Loose), 1 kg","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 kg,kg,1 kg,1,1,80.92,80.92,Fresho,India,['50000467'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000467_6-fresho-bitter-gourd-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000467-2_1-fresho-bitter-gourd-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000467-3_1-fresho-bitter-gourd-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000467-4_1-fresho-bitter-gourd-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000467-5_1-fresho-bitter-gourd-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000467'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Bottle Gourd - Organically Grown (Loose), 1 pc","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 pc,pc,1 pc,1,1,34.35,26.11,Fresho,India,['50000468'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000468_6-fresho-bottle-gourd-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000468-2_2-fresho-bottle-gourd-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000468-3_1-fresho-bottle-gourd-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000468-4_1-fresho-bottle-gourd-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000468'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Brinjal - Green Long, Organically Grown (Loose), 500 g","It is organically grown and handpicked from farm
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",500 g,g,500 g,1,1,43.42,43.42,Fresho,India,['40023484'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40023484_5-fresho-brinjal-green-long-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023484-2_1-fresho-brinjal-green-long-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023484-3_1-fresho-brinjal-green-long-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023484-4_1-fresho-brinjal-green-long-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023484-5_1-fresho-brinjal-green-long-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40023484'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Brinjal - Varikatri, Organically Grown (Loose), 1 kg","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 kg,kg,1 kg,1,1,70.39,70.39,Fresho,India,['50000473'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000473_5-fresho-brinjal-varikatri-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000473-2_1-fresho-brinjal-varikatri-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000473-3_1-fresho-brinjal-varikatri-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000473-4_1-fresho-brinjal-varikatri-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000473-5_1-fresho-brinjal-varikatri-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000473'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Cabbage - Organically Grown (Loose), 1 pc (approx. 300-1.3 Kg)","It is organically grown and handpicked from farm
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 pc (approx. 300-1.3 Kg),pcs,1 pc (approx. 300-1.3 Kg),1,1,31.58,24,Fresho,India,['40023473'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40023473_5-fresho-cabbage-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023473-2_2-fresho-cabbage-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023473-3_1-fresho-cabbage-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023473-4_1-fresho-cabbage-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40023473'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Capsicum - Green, Organically Grown (Loose), 250 g","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",250 g,g,250 g,1,1,17.93,13.63,Fresho,India,['50000478'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000478_5-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-2_1-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-3_1-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-4_1-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-5_1-fresho-capsicum-green-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000478'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Capsicum - Green, Organically Grown (Loose), 250 g","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",250 g,g,250 g,1,1,17.93,13.63,Fresho,India,['50000478'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000478_5-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-2_1-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-3_1-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-4_1-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-5_1-fresho-capsicum-green-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000478'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Capsicum - Red, Organically Grown (Loose), 1 pc","Red capsicums are thin, smooth skinned, crunchy, mildly sweet tasting, hollow vegetables that are juicier variants of the green capsicum. They are perfect for adding a dash of colour, distinct taste and beautiful scent to your salad, pizza, pasta or even gravy preparations. They are sourced directly from farmers, so that you receive only the best quality ones which not only jazz up any dish but also offer health benefits. Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability. Click here for delicious vegetable recipes - https://www.bigbasket.com/flavors/collections/227/fresh-vegetables/",1 pc,pc,1 pc,1,1,45.39,34.5,Fresho,India,['40124625'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40124625_1-fresho-capsicum-red-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124625-2_1-fresho-capsicum-red-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124625-3_1-fresho-capsicum-red-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Capsicums can be widely used in spaghettis, lasagnes, pastas and salads to add a zing to the dishes. You can also use strips of capsicum in soups or combine them with chicken, turkey or egg to make tasty sandwiches. Or simply add some hummus or ranch dressing to sliced capsicums and enjoy it as a healthy side.It can be used in salads. It can be eaten raw or cooked. They can be sliced into strips and fried, roasted whole or in pieces, or chopped and incorporated into salsas or other sauces.","[{'EAN Code': '40124625'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Capsicum - Yellow, Organically Grown (Loose), 1 pc","Yellow capsicum has a silky, smooth skin, which is thick and crunchy. They are perfect for adding a dash of colour, distinct taste and beautiful scent to your salad, pizza, pasta or even gravy preparations. They are sourced directly from farmers, so that you receive only the best quality ones which not only jazz up any dish but also offer health benefits. Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability. Click here for delicious vegetable recipes - https://www.bigbasket.com/flavors/collections/227/fresh-vegetables/",1 pc,pc,1 pc,1,1,45.39,34.5,Fresho,India,['40124626'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40124626_1-fresho-capsicum-yellow-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124626-2_1-fresho-capsicum-yellow-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124626-3_1-fresho-capsicum-yellow-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Capsicums can be widely used in spaghettis, lasagnes, pastas and salads to add a zing to the dishes. You can also use strips of capsicum in soups or combine them with chicken, turkey or egg to make tasty sandwiches. Or simply add some hummus or ranch dressing to sliced capsicums and enjoy it as a healthy side.It can be used in salads. It can be eaten raw or cooked. They can be sliced into strips and fried, roasted whole or in pieces, or chopped and incorporated into salsas or other sauces.","[{'EAN Code': '40124626'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Carrot - Organically Grown (Loose), 1 kg","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 kg,kg,1 kg,1,1,46.71,35.5,Fresho,India,['40049430'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40049430_4-fresho-carrot-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40049430-2_1-fresho-carrot-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40049430'}, {'Country of origin': 'India'}]",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Cauliflower - Organically Grown, 1 pc (approx. 500g - 1Kg)","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 pc (approx. 500g - 1Kg),pcs,1 pc (approx. 500g - 1Kg),1,1,65.79,50,Fresho,India,['50000482'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000482_7-fresho-cauliflower-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000482-2_1-fresho-cauliflower-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000482-3_1-fresho-cauliflower-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000482-4_1-fresho-cauliflower-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000482'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Chilli - Green, Organically Grown (Loose), 100 g","Fresho organically grown green chillies are meant to send shivers up your spine - literally! These chillies are grown in special organic farms, from where they are packaged in hygienic and clean environments to ensure purity. These green chillies are definitely a staple in your refrigerator to create aromatic delicacies.",100 g,g,100 g,1,1,10.99,8.35,Fresho,India,['74892706572'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000511_7-fresho-chilli-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000511-2_1-fresho-chilli-green-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Green chillies are a spicy treat but they are great for your health. It is rich in a variety of vitamins like A and C. Alongside, it is also laden with Capsaicin, which is known for boosting metabolism and also reducing hunger pangs, thus helping you lose weight.","Green chillies are a versatile ingredient that are mostly used in savouries including vegetables, chutneys, salads and a range of other condiments. But these days, it is being combined with chocolate and sweeter ingredients to create knockout deserts too. Chillies can also be added to buttermilk for enhancing flavour and providing you with health benefits.","[{'EAN Code': '74892706572'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Chilli - Green, Organically Grown (Loose), 100 g","Fresho organically grown green chillies are meant to send shivers up your spine - literally! These chillies are grown in special organic farms, from where they are packaged in hygienic and clean environments to ensure purity. These green chillies are definitely a staple in your refrigerator to create aromatic delicacies.",100 g,g,100 g,1,1,10.99,8.35,Fresho,India,['74892706572'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000511_7-fresho-chilli-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000511-2_1-fresho-chilli-green-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Green chillies are a spicy treat but they are great for your health. It is rich in a variety of vitamins like A and C. Alongside, it is also laden with Capsaicin, which is known for boosting metabolism and also reducing hunger pangs, thus helping you lose weight.","Green chillies are a versatile ingredient that are mostly used in savouries including vegetables, chutneys, salads and a range of other condiments. But these days, it is being combined with chocolate and sweeter ingredients to create knockout deserts too. Chillies can also be added to buttermilk for enhancing flavour and providing you with health benefits.","[{'EAN Code': '74892706572'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Chilli - Green, Organically Grown (Loose), 100 g","Fresho organically grown green chillies are meant to send shivers up your spine - literally! These chillies are grown in special organic farms, from where they are packaged in hygienic and clean environments to ensure purity. These green chillies are definitely a staple in your refrigerator to create aromatic delicacies.",100 g,g,100 g,1,1,10.99,8.35,Fresho,India,['74892706572'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000511_7-fresho-chilli-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000511-2_1-fresho-chilli-green-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Green chillies are a spicy treat but they are great for your health. It is rich in a variety of vitamins like A and C. Alongside, it is also laden with Capsaicin, which is known for boosting metabolism and also reducing hunger pangs, thus helping you lose weight.","Green chillies are a versatile ingredient that are mostly used in savouries including vegetables, chutneys, salads and a range of other condiments. But these days, it is being combined with chocolate and sweeter ingredients to create knockout deserts too. Chillies can also be added to buttermilk for enhancing flavour and providing you with health benefits.","[{'EAN Code': '74892706572'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Chow Chow - Organically Grown (Loose), 500 g","It is organically grown and handpicked from farm
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",500 g,g,500 g,1,1,31.58,24,Fresho,India,['40023479'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40023479_4-fresho-chow-chow-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023479-2_1-fresho-chow-chow-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023479-3_1-fresho-chow-chow-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40023479'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Chow Chow - Organically Grown (Loose), 500 g","It is organically grown and handpicked from farm
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",500 g,g,500 g,1,1,31.58,24,Fresho,India,['40023479'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40023479_4-fresho-chow-chow-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023479-2_1-fresho-chow-chow-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023479-3_1-fresho-chow-chow-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40023479'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Coconut - Organically Grown (Loose), 1 pc (approx. 300g to 400g)","Fresh Coconut - Organically Grown is blessed coconut in its many forms!
The coconut also known as ‚Â‚ÂœNariyal‚Â‚Â is popular for multiple uses across various regions.
With its water being one of the best sources of hydration there are other benefits too.
The edible portion of the coconut found on its inner side is called its ‚Â‚Â˜flesh'. And when dried it is called as copra.
You can use all parts of coconut- its water, flesh for making dishes and milk from this and coconut shell also.
Get this coconut for using in kitchen for making delicious recipes and for pooja purposes.
For all poojas the coconut is mandatory and for sabarimala for ganapathy etc we can use this coconut .
Benefits
It is organically grown and handpicked from farm
Organic
Coconut is to stabilizing blood sugar, lowering cholesterol, healing, hydration and even replacing blood plasma in an emergency.",1 pc (approx. 300g to 400g),pcs,1 pc (approx. 300g to 400g),1,1,44.08,33.5,Fresho,India,['94002347'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40023478_5-fresho-coconut-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023478-2_1-fresho-coconut-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023478-3_1-fresho-coconut-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023478-4_1-fresho-coconut-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '94002347'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-,Fresh Coconut
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Coriander Leaves - Organically Grown, 100 g","Fresho Organic products are Organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",100 g,g,100 g,1,1,13.82,10.5,Fresho,India,['50000486'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000486_6-fresho-coriander-leaves-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000486-2_1-fresho-coriander-leaves-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000486-3_1-fresho-coriander-leaves-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000486-4_1-fresho-coriander-leaves-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000486-5_1-fresho-coriander-leaves-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000486'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Cucumber - Organically Grown (Loose), 1 kg","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 kg,kg,1 kg,1,1,57.89,44,Fresho,India,['50000491'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000491_6-fresho-cucumber-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000491-2_1-fresho-cucumber-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000491-3_1-fresho-cucumber-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000491-4_1-fresho-cucumber-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000491-5_1-fresho-cucumber-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000491'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
