L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Ingredients
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Kolhapuri Gravy Mix, 200 g + Black Pomfret - Whole Cleaned, 2-3 pcs, 500 g, Combo 2 Items","Kolhapuri Gravy Mix:-
Fresho Kolhapuri Gravy Mix is made with the best-selected spices. This mix is prepared with delectable ingredients that help you make delicious gravy at home. It gives the taste of the traditional Kolhapuri gravy at home. Now make the authentic traditional Maharashtrian dish at home in just a few steps. This gravy gives you a seamless experience without any hassle.
Black Pomfret:-
Fresho Black Pomfret Fish is a delicious fish that provides light-coloured flesh with a very pleasant flavour. There is a dark strip under the skin but it is not noticeably stronger in flavour than the light flesh. The flesh holds together very well for all forms of wet cooking and pan frying but flakes easily on the plate. It is a very good shape for cooking whole. It is a great source of calcium, vitamins A and D, and B vitamins, including Vitamin B12, vital for the nervous system.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,2028,1234.53,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['1222620'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_222620_1-fresho-kolhapuri-gravy-mix-200-g-black-pomfret-whole-cleaned-2-3-pcs-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Kolhapuri Gravy Mix:-
Mix the curry sauce with water.
Add veggies or meat of your choice.
Serve it with rotis, rice, etc.
Black Pomfret:-
It is an excellent fish for baking or steaming whole.
It can be used in curries.
Can also be fried.","['EAN Code: 1222620', 'Manufactured Name & Marketed By :Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.', 'FSSAI :10020043003172', 'Country of Origin: India', 'Best Before 01-04-2023.', '","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Kolhapuri Gravy Mix:- Water Onion, Refined Edible Vegetable Oil (Sunflower Oil), Tomato Paste, Mixed Spices, Garlic, lodized Salt, Ginger, Poppy Seeds, Sesame, Corn Four, Green Chillies, Class II Preservative (INS 211).
Black Pomfret:- Pomfret Fish."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Kolhapuri Gravy Mix, 200 g + Chicken - Curry Cut Without Skin, 12-16 Pcs, 500 g, Combo 2 Items","Kolhapuri Gravy Mix:-
Fresho Kolhapuri Gravy Mix is made with the best-selected spices. This mix is prepared with delectable ingredients that help you make delicious gravy at home. It gives the taste of the traditional Kolhapuri gravy at home. Now make the authentic traditional Maharashtrian dish at home in just a few steps. This gravy gives you a seamless experience without any hassle.
Chicken Curry Cut without Skin:-
Fresho Chicken Curry Cut without Skin are chunky pieces of chicken. This is a mix of white and dark, skinned, bone-in meat. Cleanly cut and skinless chicken pieces. It is hygienically packed for easy and quick use. It makes cooking easy as its elements the task of cleaning and cutting. Make delicious curries by adding some aromatic spices. It is a 100% freshly packed chicken. No Hormones, No Steroids, No Preservatives.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,312,231.33,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['1222612'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_222612_1-fresho-kolhapuri-gravy-mix-200-g-chicken-curry-cut-without-skin-12-16-pcs-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Kolhapuri Gravy Mix:-
Mix the curry sauce with water.
Add veggies or meat of your choice.
Serve it with rotis, rice, etc.
Chicken Curry Cut Without Skin:-
Chicken is used to make soups, kebabs, vindaloos, biryani and curries.
It is used in salads, burgers, sandwiches and the like.","[{'EAN Code': '1222612'}, {'Manufactured Name & Marketed By': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.'}, {'FSSAI': '10020043003172'}, {'Country of Origin': 'India'}]","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Kolhapuri Gravy Mix:- Water Onion, Refined Edible Vegetable Oil (Sunflower Oil), Tomato Paste, Mixed Spices, Garlic, lodized Salt, Ginger, Poppy Seeds, Sesame, Corn Four, Green Chillies, Class II Preservative (INS 211).
Chicken Curry Cut Without Skin:- Chicken."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Kolhapuri Gravy Mix, 200 g + Chicken Breast - Boneless, 2-4 pcs, 500 g, Combo 2 Items","Kolhapuri Gravy Mix:- 
Fresho Kolhapuri Gravy Mix is made with the best-selected spices. This mix is prepared with delectable ingredients that help you make delicious gravy at home. It gives the taste of the traditional Kolhapuri gravy at home. Now make the authentic traditional Maharashtrian dish at home in just a few steps. This gravy gives you a seamless experience without any hassle.
Chicken Breast Boneless:-
Fresho Chicken Breast is a boneless chicken breast. It is the best part of the chicken. Chicken breasts are versatile, flavorful, and low in fat. Cleanly cut and skinless chicken breast. It is hygienically packed for easy and quick use. It makes cooking easy as its elements the task of cleaning and cutting. Make delicious dishes by adding some aromatic spices. It is a 100% freshly packed chicken. No Hormones, No Steroids, No Preservatives.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,442,326.33,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['1222613'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_222613_1-fresho-kolhapuri-gravy-mix-200-g-chicken-breast-boneless-2-4-pcs-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Kolhapuri Gravy Mix:-
Mix the curry sauce with water.
Add veggies or meat of your choice.
Serve it with rotis, rice, etc.
Chicken Breast Boneless:-
Chicken is used to make soups, kebabs, vindaloos, biryani and curries.
It is used in salads, burgers, sandwiches and the like.","[{'EAN Code': '1222613'}, {'Manufactured Name & Marketed By': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.'}, {'FSSAI': '10020043003172'}, {'Country of Origin': 'India'}]","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Kolhapuri Gravy Mix:- Water Onion, Refined Edible Vegetable Oil (Sunflower Oil), Tomato Paste, Mixed Spices, Garlic, lodized Salt, Ginger, Poppy Seeds, Sesame, Corn Four, Green Chillies, Class II Preservative (INS 211).
Chicken Breast Boneless:- Chicken."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Kolhapuri Gravy Mix, 200 g + Chicken Curry Cut - With Skin, 12-16 Pcs, 500 g, Combo 2 Items","Kolhapuri Gravy Mix:-
Fresho Kolhapuri Gravy Mix is made with the best-selected spices. This mix is prepared with delectable ingredients that help you make delicious gravy at home. It gives the taste of the traditional Kolhapuri gravy at home. Now make the authentic traditional Maharashtrian dish at home in just a few steps. This gravy gives you a seamless experience without any hassle.
Chicken Curry Cut:-
Fresho Chicken Curry Cut with Skin are chunky pieces of chicken. This is a mix of white and dark, skinned, bone-in meat. Cleanly cut and skinless chicken pieces. It is hygienically packed for easy and quick use. It makes cooking easy as its elements the task of cleaning and cutting. Make delicious curries by adding some aromatic spices. It is a 100% freshly packed chicken. No Hormones, No Steroids, No Preservatives.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,403,241.78,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['1222611'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_222611_1-fresho-kolhapuri-gravy-mix-200-g-chicken-curry-cut-with-skin-12-16-pcs-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Kolhapuri Gravy Mix:-
Mix the curry sauce with water.
Add veggies or meat of your choice.
Serve it with rotis, rice, etc.
Chicken Curry Cut:-
Chicken is used to make soups, kebabs, vindaloos, biryani and curries.
It is used in salads, burgers, sandwiches and the like.","[{'EAN Code': '1222611'}, {'Manufactured Name & Marketed By': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.'}, {'FSSAI': '10020043003172'}, {'Country of Origin': 'India'}]","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Kolhapuri Gravy Mix:- Water Onion, Refined Edible Vegetable Oil (Sunflower Oil), Tomato Paste, Mixed Spices, Garlic, lodised Salt, Ginger, Poppy Seeds, Sesame, Corn Four, Green Chillies, Class II Preservative (INS 211).
Chicken Curry Cut:- Chicken."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Kolhapuri Gravy Mix, 200 g + Mackerel Fish - Large, 4 to 6 pcs, 500 g, Combo 2 Items","Kolhapuri Gravy Mix:-
Fresho Kolhapuri Gravy Mix is made with the best-selected spices. This mix is prepared with delectable ingredients that help you make delicious gravy at home. It gives the taste of the traditional Kolhapuri gravy at home. Now make the authentic traditional Maharashtrian dish at home in just a few steps. This gravy gives you a seamless experience without any hassle.
Mackerel Fish:-
Fresho Mackerel Fish is an oily fish, it is a rich source of omega-3 fatty acids. A mackerel is a sea fish with a dark, patterned back. The extra fat enhances the flavour of the fish and ensures that it's packed with protein, vitamin D and lots of healthy omega-3.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,468,302.58,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['1222618'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_222618_1-fresho-kolhapuri-gravy-mix-200-g-mackerel-fish-large-4-to-6-pcs-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Kolhapuri Gravy Mix:-
Mix the curry sauce with water. 
Add veggies or meat of your choice.
Serve it with rotis, rice, etc. 
Mackerel Fish:-
Mackerel can be fried, baked, poached, grilled, marinated, smoked and barbecued.","[{'EAN Code': '1222618'}, {'Manufactured Name & Marketed By': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.'}, {'FSSAI': '10020043003172'}, {'Country of Origin': 'India'}]","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Kolhapuri Gravy Mix:- Water Onion, Refined Edible Vegetable Oil (Sunflower Oil), Tomato Paste, Mixed Spices, Garlic, lodized Salt, Ginger, Poppy Seeds, Sesame, Corn Four, Green Chillies, Class II Preservative (INS 211).
Mackerel Fish:- Mackerel Fish."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Kolhapuri Gravy Mix, 200 g + Mutton - Boneless, 2 To 3 pcs, 500 g, Combo 2 Items","Kolhapuri Gravy Mix:-
Fresho Kolhapuri Gravy Mix is made with the best-selected spices. This mix is prepared with delectable ingredients that help you make delicious gravy at home. It gives the taste of the traditional Kolhapuri gravy at home. Now make the authentic traditional Maharashtrian dish at home in just a few steps. This gravy gives you a seamless experience without any hassle.
Mutton - Boneless:-
Fresho brings to you high-quality Mutton Raw Boneless. They are hygienic cut and cleaned. We bring to you premium curry-cut goat meat. We make your cooking preparation easy. It is easy to use and hassle-free.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,1404,866.88,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['1222615'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_222615_1-fresho-kolhapuri-gravy-mix-200-g-mutton-boneless-2-to-3-pcs-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Kolhapuri Gravy Mix:-
Mix the curry sauce with water.
Add veggies or meat of your choice.
Serve it with rotis, rice, etc. 
Mutton - Boneless:-
Make any lamb curry easily without any hassle.","['EAN Code: 1222615', 'Manufactured Name & Marketed By :Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.', 'FSSAI :10020043003172', 'Country of Origin: India', 'Best Before 01-04-2023.', '","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Kolhapuri Gravy Mix:- Water Onion, Refined Edible Vegetable Oil (Sunflower Oil), Tomato Paste, Mixed Spices, Garlic, lodized Salt, Ginger, Poppy Seeds, Sesame, Corn Four, Green Chillies, Class II Preservative (INS 211).
Mutton - Boneless:- Mutton."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Kolhapuri Gravy Mix, 200 g + Mutton - Curry Cut, 10-15 pcs, 500 g, Combo 2 Items","Kolhapuri Gravy Mix:-
Fresho Kolhapuri Gravy Mix is made with the best-selected spices. This mix is prepared with delectable ingredients that help you make delicious gravy at home. It gives the taste of the traditional Kolhapuri gravy at home. Now make the authentic traditional Maharashtrian dish at home in just a few steps. This gravy gives you a seamless experience without any hassle.
Mutton - Curry Cut:
Fresho Mutton Curry Cut are a chunky piece of mutton. This is a mix of white and dark, skinned, bone-in meat. Cleanly cut and skinless mutton pieces. It is hygienically packed for easy and quick use. It makes cooking easy as its elements the task of cleaning and cutting. Make delicious curries by adding some aromatic spices. It is a 100% freshly packed mutton. No Hormones, No Steroids, No Preservatives.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,780,563.83,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['1222614'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_222614_1-fresho-kolhapuri-gravy-mix-200-g-mutton-curry-cut-10-15-pcs-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Kolhapuri Gravy Mix:-
Mix the curry sauce with water.
Add veggies or meat of your choice. 
Serve it with rotis, rice, etc.
Mutton - Curry Cut:-
Mutton is used to making soups, kebabs, vindaloos, biryani and curries.
It is used in salads, burgers, sandwiches and the like.","[{'EAN Code': '1222614'}, {'Manufactured Name & Marketed By': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.'}, {'FSSAI': '10020043003172'}, {'Country of Origin': 'India'}]","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Kolhapuri Gravy Mix:- Water Onion, Refined Edible Vegetable Oil (Sunflower Oil), Tomato Paste, Mixed Spices, Garlic, lodized Salt, Ginger, Poppy Seeds, Sesame, Corn Four, Green Chillies, Class II Preservative (INS 211).
Mutton - Curry Cut:- Mutton."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Kolhapuri Gravy Mix, 200 g + White Pomfret Fish Medium, 5 To 8 pcs, 500 g, Combo 2 Items","Kolhapuri Gravy Mix:-
Fresho Kolhapuri Gravy Mix is made with the best-selected spices. This mix is prepared with delectable ingredients that help you make delicious gravy at home. It gives the taste of the traditional Kolhapuri gravy at home. Now make the authentic traditional Maharashtrian dish at home in just a few steps. This gravy gives you a seamless experience without any hassle.
White Pomfret Fish:-
Fresho White Pomfret is an ocean fish. From a side view, it has a diamond shape. Pomfret is one of the few fish that does not taste fishy. It has beautiful white meat with central and side bones. It is considered a prized fish. The unique quality of this fish is its taste and white meat. Pomfret fish is a good source of vitamins, minerals and proteins. This fish is also a great source of omega-3 fatty acids.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,1781,1089.18,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['1222619'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_222619_1-fresho-kolhapuri-gravy-mix-200-g-white-pomfret-fish-medium-5-to-8-pcs-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Kolhapuri Gravy Mix:-
Mix the curry sauce with water.
Add veggies or meat of your choice.
Serve it with rotis, rice, etc.
White Pomfret Fish:-
It can be used in curries.
Can also be fried.","['EAN Code: 1222619', 'Manufactured Name & Marketed By :Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.', 'FSSAI :10020043003172', 'Country of Origin: India', 'Best Before 01-04-2023.', '","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Kolhapuri Gravy Mix:- Water Onion, Refined Edible Vegetable Oil (Sunflower Oil), Tomato Paste, Mixed Spices, Garlic, lodized Salt, Ginger, Poppy Seeds, Sesame, Corn Four, Green Chillies, Class II Preservative (INS 211).
White Pomfret Fish:- Pomfret Fish."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Korma Gravy Mix - Ready To Cook, Zero Cholesterol, Authentic Taste, 200 g","Fresho Korma Gravy Mix is the perfect, subtle dish to pair with fluffy appam. Made with fresh onions, tomatoes, coconut milk and delectable desi spices, this Fresho Korma Gravy Mix has a comparatively milder flavour and is creamy in texture. Cooking with this gravy mix is very simple; all you have to do is add the ingredients to water, let them simmer for 8 to 10 minutes, and then add any desired vegetables or meat pieces. This gravy mix pack is the perfect solution for a quick meal and serves up to 5 people. Explore a wide range of ready-to-cook, delicious Gravy Mixes from Fresho exclusively only Big Basket.
Benefits:
1. Ready-to-cook delicious gravies.
2. Zero Cholesterol ; Zero Trans Fats
3. No artificial colours or flavours
4. Prepare in just 10 minutes
5. Serves five
6. Naturally gluten-free",200 g,g,200 g,1,1,95,85.5,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['40273705'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_40273705_2-fresho-korma-gravy-mix-ready-to-cook-zero-cholesterol-authentic-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273705-2_2-fresho-korma-gravy-mix-ready-to-cook-zero-cholesterol-authentic-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273705-3_1-fresho-korma-gravy-mix-ready-to-cook-zero-cholesterol-authentic-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273705-4_1-fresho-korma-gravy-mix-ready-to-cook-zero-cholesterol-authentic-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273705-5_1-fresho-korma-gravy-mix-ready-to-cook-zero-cholesterol-authentic-taste.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Sir try 500g of Veggies/ Meat/ Paneer with 1 tbsp oil.
Add gravy with 200 ml water and salt to taste.
Simmer with lid on for 8-10 minutes - stirring occasionally.
Serve hot with rice, roti, paratha etc.
1. Store in a cool and dry place.
2. Refrigerate after opening.
3. Shelf Life - 60 days.","['EAN Code: 40273705', 'Manufactured Name & Marketed By :Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.', 'FSSAI :10020043003172', 'Country of Origin: India', 'Best Before 01-04-2023.', '","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Onion, Water, Refined Edible Vegetable Oil (Sunflower Oil), Mixed Spices, Ginger, Garlic, Melon Seed, Coconut Milk Powder, Green Chili, Tomato Paste, Salt, Cashew, Sugar, Corn flour, Acidity Regulator (INS 270), Class 2 Preservatives (INS 211, INS 202)"
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Korma Gravy Mix, 200 g + Chicken - Curry Cut Without Skin, 12-16 Pcs, 500 g, Combo 2 Items","Korma Gravy Mix:-
Fresho Korma Gravy Mix is made from high-quality ingredients that make a rich gravy. It has great complexity and depth and adds a sweet note. Its taste gives you an inexpressible feeling. It is quick and tasty. Now you don't have to wait for long to savour your favourite dish. The gravy makes it flavourful and delicious.
Chicken Curry Cut Without Skin:-
Fresho Chicken Curry Cut without Skin are chunky pieces of chicken. This is a mix of white and dark, skinned, bone-in meat. Cleanly cut and skinless chicken pieces. It is hygienically packed for easy and quick use. It makes cooking easy as its elements the task of cleaning and cutting. Make delicious curries by adding some aromatic spices. It is a 100% freshly packed chicken. No Hormones, No Steroids, No Preservatives.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,302,222.77,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['1222622'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_222622_1-fresho-korma-gravy-mix-200-g-chicken-curry-cut-without-skin-12-16-pcs-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Korma Gravy Mix:-
Follow the steps given on the back.
Now enjoy delicious meals at home.
Chicken Curry Cut Without Skin:-
Chicken is used to make soups, kebabs, vindaloos, biryani and curries.
It is used in salads, burgers, sandwiches and the like.","[{'EAN Code': '1222622'}, {'Manufactured Name & Marketed By': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.'}, {'FSSAI': '10020043003172'}, {'Country of Origin': 'India'}]","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Korma Gravy Mix:- Onion, Water, Refined Edible Vegetable Oil (Sunflower Oil), Mixed Spices, Ginger, Garlic, Melon Seed, Coconut Milk Powder, Green Chili, Tomato Paste, Salt, Cashew, Sugar, Corn flour, Acidity Regulator (INS 270), Class 2 Preservatives (INS 211, INS 202).
Chicken Curry Cut Without Skin:- Chicken."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Korma Gravy Mix, 200 g + Chicken Breast - Boneless, 2- 4 pcs, 500 g, Combo 2 Items","Korma Gravy Mix:-
Fresho Korma Gravy Mix is made from high-quality ingredients that make a rich gravy. It has great complexity and depth and adds a sweet note. Its taste gives you an inexpressible feeling. It is quick and tasty. Now you don't have to wait for long to savour your favourite dish. The gravy makes it flavourful and delicious.
Chicken Breast Boneless:- 
Fresho Chicken Breast is a boneless chicken breast. It is the best part of the chicken. Chicken breasts are versatile, flavorful, and low in fat. Cleanly cut and skinless chicken breast. It is hygienically packed for easy and quick use. It makes cooking easy as its elements the task of cleaning and cutting. Make delicious dishes by adding some aromatic spices. It is a 100% freshly packed chicken. No Hormones, No Steroids, No Preservatives.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,432,317.77,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['1222623'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_222623_1-fresho-korma-gravy-mix-200-g-chicken-breast-boneless-2-4-pcs-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Korma Gravy Mix:- 
Follow the steps given on the back.
Now enjoy delicious meals at home.
Chicken Breast Boneless:-
Chicken is used to make soups, kebabs, vindaloos, biryani and curries.
It is used in salads, burgers, sandwiches and the like.","[{'EAN Code': '1222623'}, {'Manufactured Name & Marketed By': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.'}, {'FSSAI': '10020043003172'}, {'Country of Origin': 'India'}]","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Korma Gravy Mix:- Onion, Water, Refined Edible Vegetable Oil (Sunflower Oil), Mixed Spices, Ginger, Garlic, Melon Seed, Coconut Milk Powder, Green Chili, Tomato Paste, Salt, Cashew, Sugar, Corn flour, Acidity Regulator (INS 270), Class 2 Preservatives (INS 211, INS 202). 
Chicken Breast Boneless:- Chicken."
