L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Ingredients
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Bhuna Gravy Mix, 200 g + Mutton - Mince, Antibiotic Residue-Free, 500 g, Combo 2 Items","Bhuna Gravy Mix:-
Fresho Bhuna Gravy Mix is made with the finest quality whole spices. It contains sauteed onion and dry coconut base and other spices that are roasted. This curry paste is easy to use and has a great flavour. You can make veg as well as non-veg curries with this curry paste. It makes an authentic spicy delicious curry. It is rich, flavourful and has a great aroma. It does not contain any added preservatives.
Mutton - Mince:-
Fresho brings to you high-quality Premium Mutton Mince. They are hygienic cut, cleaned and minced. We bring to you premium minced goat meat. We make your cooking preparation easy. It is easy to use and hassle-free.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,1498,918.17,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['1222638'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_222638_1-fresho-bhuna-gravy-mix-200-g-mutton-mince-antibiotic-residue-free-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Bhuna Gravy Mix:- 
Mix the curry sauce with water.
Add veggies or meat of your choice.
Serve it with rotis, rice, etc.
Mutton - Mince:-
Make any lamb curry easily without any hassle.","[{'EAN Code': '1222638'}, {'Manufactured Name & Marketed By': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.'}, {'FSSAI': '10020043003172'}, {'Country of Origin': 'India'}]","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Bhuna Gravy Mix:- Onion, Water, Refined Edible Vegetable Oil (Sunflower Oil), Tomato Paste, Mixed Spices, Ginger, Garlic, Green Chilli Pepper, Salt, Corn Flour, Acidity Regulator (INS 270), Antioxidant (INS 306), Class 2 Preservatives (INS 211, INS 202).
Mutton - Mince:- Mutton."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Breaded Torpedo Prawns - Crunchy Outside, Juicy Inside, With Natural Ingredients, No Preservatives, 250 g (4-5 pcs)","Fresho brings to you a range of marinated breaded food items. These torpedo prawns are made with tail on king prawn and are marinated with Peri Peri smokying hot seasoning and then coated with Japanese panko crumbs to give you the crunch from outside and juicy texture from inside. Now eating your favourite dish is so easy. You just need to fry it for a few minutes and it's ready to eat, serve with a dip of your choice. It is made with natural ingredients and without any preservatives.",250 g (4-5 pcs),pcs,250 g (4-5 pcs),5,1,960,485,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071",India,['40250802'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_40250802_1-fresho-breaded-torpedo-prawns-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40250802-2_1-fresho-breaded-torpedo-prawns-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40250802-3_1-fresho-breaded-torpedo-prawns-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40250802', 'FSSAI No: 10020043003172', 'Manufactured & Marketed by:Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071', 'Country of origin: India', 'Best before 2 days from the date of delivery', '","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071",-,-,"Bread Crumb And Spices Condiments (Garlic, Chilli, Onion, Parsley, Oregano), Iodized Salt, Sugar, Corn Starch, Acidity Regulator (Ins 262(I), Ins 330), Hydrolysed Vegetable Protein (Soya), Yeast Extract Powder , Vinegar Powder, Natural & Nature Identical Flavourings, Anticaking Agent (Ins 551), Flavour Enhancer (Ins 627, Ins 631)."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Breaded Torpedo Prawns - Crunchy Outside, Juicy Inside, With Natural Ingredients, No Preservatives, 250 g (4-5 pcs)","Fresho brings to you a range of marinated breaded food items. These torpedo prawns are made with tail on king prawn and are marinated with Peri Peri smokying hot seasoning and then coated with Japanese panko crumbs to give you the crunch from outside and juicy texture from inside. Now eating your favourite dish is so easy. You just need to fry it for a few minutes and it's ready to eat, serve with a dip of your choice. It is made with natural ingredients and without any preservatives.",250 g (4-5 pcs),pcs,250 g (4-5 pcs),5,1,960,485,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071",India,['40250802'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_40250802_1-fresho-breaded-torpedo-prawns-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40250802-2_1-fresho-breaded-torpedo-prawns-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40250802-3_1-fresho-breaded-torpedo-prawns-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40250802', 'FSSAI No: 10020043003172', 'Manufactured & Marketed by:Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071', 'Country of origin: India', 'Best before 2 days from the date of delivery', '","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071",-,-,"Bread Crumb And Spices Condiments (Garlic, Chilli, Onion, Parsley, Oregano), Iodized Salt, Sugar, Corn Starch, Acidity Regulator (Ins 262(I), Ins 330), Hydrolysed Vegetable Protein (Soya), Yeast Extract Powder , Vinegar Powder, Natural & Nature Identical Flavourings, Anticaking Agent (Ins 551), Flavour Enhancer (Ins 627, Ins 631)."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Chettinad Gravy Mix - Ready To Cook, Zero Cholesterol, Authentic Taste, 200 g","Fresho Chettinad Gravy Mix is sure to bring you the true essence of Southern spices. True to the name and to its flavours, this Fresho Chettinad Gravy Mix is fiery, abundant with pepper and has the true mix of Chettinad spices that is hard to resist. Enjoy this thick, flavourful and piquant gravy either with meat cuts like chicken, mutton or beef or even experiment with your favourite cooked veggies like potatoes, beans, carrots and more. This gravy also tastes great with paneer, tofu or even soya chunks. Pair this dish with rice, roti or even appam. Explore a wide range of ready-to-cook, delicious Gravy Mixes from Fresho exclusively only Big Basket.
Benefits
1. Ready-to-cook delicious gravies
2. Zero Cholesterol; Zero Trans Fats
3. No artificial colours or flavours
4. Prepare in just 10 minutes
5. Serves five 6. Naturally gluten-free",200 g,g,200 g,1,1,125,112.5,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['40273709'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_40273709_2-fresho-chettinad-gravy-mix-ready-to-cook-zero-cholesterol-authentic-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273709-2_2-fresho-chettinad-gravy-mix-ready-to-cook-zero-cholesterol-authentic-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273709-3_1-fresho-chettinad-gravy-mix-ready-to-cook-zero-cholesterol-authentic-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273709-4_1-fresho-chettinad-gravy-mix-ready-to-cook-zero-cholesterol-authentic-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273709-5_1-fresho-chettinad-gravy-mix-ready-to-cook-zero-cholesterol-authentic-taste.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Sir try 500g of Veggies/ Meat/ Paneer with 1 tbsp oil.
Add gravy with 200 ml water and salt to taste.
Simmer with lid on for 8-10 minutes - stirring occasionally.
Serve hot with rice, roti, paratha etc.
1. Store in a cool and dry place
2. Refrigerate after opening
3. Shelf Life - 60 days","['EAN Code: 40273709', 'Manufactured Name & Marketed By :Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.', 'FSSAI :10020043003172', 'Country of Origin: India', 'Best Before 01-04-2023.', '","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Onion, Refined Edible Vegetable Oil (Sunflower Oil), Tomato Paste, Water, Coconut Milk Powder, Mixed Spices, Ginger, Garlic, lodized Salt, Curry Leaves, Corn flour, Acidity Regulator (INS 330), Antioxidant (INS 306), Class 2 Preservatives (INS 211, INS 202)"
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Chicken - Tandoori, 250 g",-,250 g,g,250 g,1,1,240,116,Fresho,India,['40048908'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40048908_3-fresho-chicken-tandoori.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40048908-2_1-fresho-chicken-tandoori.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40048908-3_1-fresho-chicken-tandoori.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40048908', '', 'Country of Origin: India', 'Sourced & marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 2 days from delivery date', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Chicken Burger Patty - Crunchy Outside, Juicy Inside, With Natural Ingredients, No Preservatives, 4 pcs (80-100g per pc)","Fresho brings to you a range of marinated breaded food items. This flavoured chicken mince is been formed into a burger patty and then coated with Japanese panko crumb to give you the crunch from outside and juicy texture from inside. Now eating your favourite dish is so easy. You just need to fry it for a few minutes and it's ready to eat, serve with a dip of your choice. It is made with natural ingredients and without any preservatives.",4 pcs (80-100g per pc),pcs,4 pcs (80-100g per pc),4,1,770,386,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071",India,['40250803'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_40250803_1-fresho-chicken-burger-patty-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40250803-2_1-fresho-chicken-burger-patty-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40250803-3_1-fresho-chicken-burger-patty-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40250803-4_1-fresho-chicken-burger-patty-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40250803'}, {'FSSAI No': '10020043003172'}, {'Manufactured & Marketed by': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071'}, {'Country of origin': 'India'}]","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071",-,-,"Bread Crumb And Spices Condiments (Garlic, Chilli, Onion, Parsley, Oregano), Iodized Salt, Sugar, Corn Starch, Acidity Regulator (Ins 262(I), Ins 330), Hydrolysed Vegetable Protein (Soya), Yeast Extract Powder, Vinegar Powder, Natural & Nature Identical Flavourings, Anticaking Agent (Ins 551), Flavour Enhancer (Ins 627, Ins 631)."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Chicken Burger Patty - Crunchy Outside, Juicy Inside, With Natural Ingredients, No Preservatives, 4 pcs (80-100g per pc)","Fresho brings to you a range of marinated breaded food items. This flavoured chicken mince is been formed into a burger patty and then coated with Japanese panko crumb to give you the crunch from outside and juicy texture from inside. Now eating your favourite dish is so easy. You just need to fry it for a few minutes and it's ready to eat, serve with a dip of your choice. It is made with natural ingredients and without any preservatives.",4 pcs (80-100g per pc),pcs,4 pcs (80-100g per pc),4,1,770,386,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071",India,['40250803'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_40250803_1-fresho-chicken-burger-patty-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40250803-2_1-fresho-chicken-burger-patty-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40250803-3_1-fresho-chicken-burger-patty-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40250803-4_1-fresho-chicken-burger-patty-crunchy-outside-juicy-inside-with-natural-ingredients-no-preservatives.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40250803'}, {'FSSAI No': '10020043003172'}, {'Manufactured & Marketed by': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071'}, {'Country of origin': 'India'}]","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071",-,-,"Bread Crumb And Spices Condiments (Garlic, Chilli, Onion, Parsley, Oregano), Iodized Salt, Sugar, Corn Starch, Acidity Regulator (Ins 262(I), Ins 330), Hydrolysed Vegetable Protein (Soya), Yeast Extract Powder, Vinegar Powder, Natural & Nature Identical Flavourings, Anticaking Agent (Ins 551), Flavour Enhancer (Ins 627, Ins 631)."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Chicken Hariyali Lollypop - Fresh & Juicy, Marinated, Ready To Cook, 250 g 5-6 pcs","On Gas: Heat the non-stick pan / Tawa on medium heat and add 2tbs oil then place the Fresho Chicken Hariyali Lollipop on pan/tawa allow them to sear for 8-10 min
Flip them the other side and let it cook for 5-7 min then transfer to a serving plate and Serve Hot.
For Oven: Pre Heat the oven at 180c and grease the 2tbs oil on the baking tray then place the Fresho Chicken Hariyali Lollipop on the baking tray put it for 15 to 20 min for roasting then transfer to serving plate and Serve Hot",250 g 5-6 pcs,pcs,250 g 5-6 pcs,6,1,280,134,Innovative Retail Concepts Private Limited,India,['40240481'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_40240481_4-fresho-chicken-hariyali-lollypop-fresh-juicy-marinated-ready-to-cook.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240481-2_3-fresho-chicken-hariyali-lollypop-fresh-juicy-marinated-ready-to-cook.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240481-3_3-fresho-chicken-hariyali-lollypop-fresh-juicy-marinated-ready-to-cook.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"On Gas: Heat the non-stick pan / Tawa on medium heat and add 2tbs oil then place the Fresho Chicken Hariyali Lollipop on pan/tawa allow them to sear for 8-10 min
Flip them the other side and let it cook for 5-7 min then transfer to a serving plate and Serve Hot.
For Oven: Pre Heat the oven at 180c and grease the 2tbs oil on the baking tray then place the Fresho Chicken Hariyali Lollipop on the baking tray put it for 15 to 20 min for roasting then transfer to serving plate and Serve Hot","[{'EAN Code': '40240481'}, {'FSSAI No': '10020043003172'}, {'Manufactured & Marketed by': 'Innovative Retail Concepts Private Limited'}, {'Country of origin': 'India'}]",Innovative Retail Concepts Private Limited,-,-,"Spices And Condiments (Onion, Garlic, Cumin, Coriander, Ginger, Kasuri Methi, Mustard), Iodized Salt, Sugar, Stabiliser (Ins 452(I)), Cream Analogue (Hydrogenated Palm Oil, Milk Protein), Hydrolysed Vegetable Protein (Soya), Acidity Regulator (Ins 330), Yeast Extract Powder, Natural & Nature Identical Flavourings, Anticaking Agent (Ins 551), Flavour Enhancer (Ins 627, Ins 631). Contains Added Flavours (Natural And Nature Identical Flavouring Substances)."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Chicken Hariyali Lollypop - Fresh & Juicy, Marinated, Ready To Cook, 250 g 5-6 pcs","On Gas: Heat the non-stick pan / Tawa on medium heat and add 2tbs oil then place the Fresho Chicken Hariyali Lollipop on pan/tawa allow them to sear for 8-10 min
Flip them the other side and let it cook for 5-7 min then transfer to a serving plate and Serve Hot.
For Oven: Pre Heat the oven at 180c and grease the 2tbs oil on the baking tray then place the Fresho Chicken Hariyali Lollipop on the baking tray put it for 15 to 20 min for roasting then transfer to serving plate and Serve Hot",250 g 5-6 pcs,pcs,250 g 5-6 pcs,6,1,280,134,Innovative Retail Concepts Private Limited,India,['40240481'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_40240481_4-fresho-chicken-hariyali-lollypop-fresh-juicy-marinated-ready-to-cook.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240481-2_3-fresho-chicken-hariyali-lollypop-fresh-juicy-marinated-ready-to-cook.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240481-3_3-fresho-chicken-hariyali-lollypop-fresh-juicy-marinated-ready-to-cook.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"On Gas: Heat the non-stick pan / Tawa on medium heat and add 2tbs oil then place the Fresho Chicken Hariyali Lollipop on pan/tawa allow them to sear for 8-10 min
Flip them the other side and let it cook for 5-7 min then transfer to a serving plate and Serve Hot.
For Oven: Pre Heat the oven at 180c and grease the 2tbs oil on the baking tray then place the Fresho Chicken Hariyali Lollipop on the baking tray put it for 15 to 20 min for roasting then transfer to serving plate and Serve Hot","[{'EAN Code': '40240481'}, {'FSSAI No': '10020043003172'}, {'Manufactured & Marketed by': 'Innovative Retail Concepts Private Limited'}, {'Country of origin': 'India'}]",Innovative Retail Concepts Private Limited,-,-,"Spices And Condiments (Onion, Garlic, Cumin, Coriander, Ginger, Kasuri Methi, Mustard), Iodized Salt, Sugar, Stabiliser (Ins 452(I)), Cream Analogue (Hydrogenated Palm Oil, Milk Protein), Hydrolysed Vegetable Protein (Soya), Acidity Regulator (Ins 330), Yeast Extract Powder, Natural & Nature Identical Flavourings, Anticaking Agent (Ins 551), Flavour Enhancer (Ins 627, Ins 631). Contains Added Flavours (Natural And Nature Identical Flavouring Substances)."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Chicken Malai Tikka - Fresh & Juicy, Marinated, Ready To Cook, 250 g (12-14 pcs 15-20 g )","Heat the nonstick pan / tawa on medium heat and add 2tbs oil then place the Fresho Malai Chicken Tikka on pan/tawa allow them to sear for 5-7 min then flip them on the other side and let it cook for 5-7min then transfer to a serving plate and garnish with Serve Hot
Pre Heat the oven at 170c and Grease 2tbs oil on the baking tray then place the Fresho Malai chicken tikka on the baking tray put it for 20 to 25min for roasting then transfer to the serving plate and Serve Hot",250 g (12-14 pcs 15-20 g ),pcs,250 g (12-14 pcs 15-20 g ),14,1,360,179,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['40231692'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_40231692_3-fresho-chicken-malai-tikka-juicy-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231692-2_2-fresho-chicken-malai-tikka-juicy-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231692-3_1-fresho-chicken-malai-tikka-juicy-fresh.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Heat the nonstick pan / tawa on medium heat and add 2tbs oil then place the Fresho Malai Chicken Tikka on pan/tawa allow them to sear for 5-7 min then flip them on the other side and let it cook for 5-7min then transfer to a serving plate and garnish with Serve Hot
Pre Heat the oven at 170c and Grease 2tbs oil on the baking tray then place the Fresho Malai chicken tikka on the baking tray put it for 20 to 25min for roasting then transfer to the serving plate and Serve Hot","[{'EAN Code': '40231692'}, {'Manufacturer Name & Marketed By': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.'}, {'FSSAI': '10020043003172'}, {'Country of Origin': 'India'}]","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Iodized Salt, Milk Solids, Spices And Condiments (Garlic, Onion, Chilli, Cinnamon, Ginger, Kasurimethi), Refined Wheat Flour(Maida), Corn Starch, Cream Analogue (Hydrogenated Palm Oil, Milk Protein), Cashew Powder, Acidity Regulator (Ins 330), Natural & Nature Identical Flavourings, Anticaking Agent (Ins 551), Yeast Extract Powder, Flavour Enhancer (Ins 627, Ins 631). Contains Added Flavours (Natural And Nature Identical Flavouring Substances)."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Chicken Malai Tikka - Fresh & Juicy, Marinated, Ready To Cook, 250 g (12-14 pcs 15-20 g )","Heat the nonstick pan / tawa on medium heat and add 2tbs oil then place the Fresho Malai Chicken Tikka on pan/tawa allow them to sear for 5-7 min then flip them on the other side and let it cook for 5-7min then transfer to a serving plate and garnish with Serve Hot
Pre Heat the oven at 170c and Grease 2tbs oil on the baking tray then place the Fresho Malai chicken tikka on the baking tray put it for 20 to 25min for roasting then transfer to the serving plate and Serve Hot",250 g (12-14 pcs 15-20 g ),pcs,250 g (12-14 pcs 15-20 g ),14,1,360,179,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['40231692'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_40231692_3-fresho-chicken-malai-tikka-juicy-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231692-2_2-fresho-chicken-malai-tikka-juicy-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231692-3_1-fresho-chicken-malai-tikka-juicy-fresh.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Heat the nonstick pan / tawa on medium heat and add 2tbs oil then place the Fresho Malai Chicken Tikka on pan/tawa allow them to sear for 5-7 min then flip them on the other side and let it cook for 5-7min then transfer to a serving plate and garnish with Serve Hot
Pre Heat the oven at 170c and Grease 2tbs oil on the baking tray then place the Fresho Malai chicken tikka on the baking tray put it for 20 to 25min for roasting then transfer to the serving plate and Serve Hot","[{'EAN Code': '40231692'}, {'Manufacturer Name & Marketed By': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.'}, {'FSSAI': '10020043003172'}, {'Country of Origin': 'India'}]","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Iodized Salt, Milk Solids, Spices And Condiments (Garlic, Onion, Chilli, Cinnamon, Ginger, Kasurimethi), Refined Wheat Flour(Maida), Corn Starch, Cream Analogue (Hydrogenated Palm Oil, Milk Protein), Cashew Powder, Acidity Regulator (Ins 330), Natural & Nature Identical Flavourings, Anticaking Agent (Ins 551), Yeast Extract Powder, Flavour Enhancer (Ins 627, Ins 631). Contains Added Flavours (Natural And Nature Identical Flavouring Substances)."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Fresho,"Fresho Chicken Malai Tikka - Fresh & Juicy, Marinated, Ready To Cook, 250 g (12-14 pcs 15-20 g )","Heat the nonstick pan / tawa on medium heat and add 2tbs oil then place the Fresho Malai Chicken Tikka on pan/tawa allow them to sear for 5-7 min then flip them on the other side and let it cook for 5-7min then transfer to a serving plate and garnish with Serve Hot
Pre Heat the oven at 170c and Grease 2tbs oil on the baking tray then place the Fresho Malai chicken tikka on the baking tray put it for 20 to 25min for roasting then transfer to the serving plate and Serve Hot",250 g (12-14 pcs 15-20 g ),pcs,250 g (12-14 pcs 15-20 g ),14,1,360,179,"Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",India,['40231692'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_40231692_3-fresho-chicken-malai-tikka-juicy-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231692-2_2-fresho-chicken-malai-tikka-juicy-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231692-3_1-fresho-chicken-malai-tikka-juicy-fresh.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Heat the nonstick pan / tawa on medium heat and add 2tbs oil then place the Fresho Malai Chicken Tikka on pan/tawa allow them to sear for 5-7 min then flip them on the other side and let it cook for 5-7min then transfer to a serving plate and garnish with Serve Hot
Pre Heat the oven at 170c and Grease 2tbs oil on the baking tray then place the Fresho Malai chicken tikka on the baking tray put it for 20 to 25min for roasting then transfer to the serving plate and Serve Hot","[{'EAN Code': '40231692'}, {'Manufacturer Name & Marketed By': 'Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.'}, {'FSSAI': '10020043003172'}, {'Country of Origin': 'India'}]","Super Market Grocery Supplies Pvt Ltd. The Fairway Business park, Near Embassy Golf links Business park,Challaghatta,Domlur, Bengaluru - 560071.",-,-,"Iodized Salt, Milk Solids, Spices And Condiments (Garlic, Onion, Chilli, Cinnamon, Ginger, Kasurimethi), Refined Wheat Flour(Maida), Corn Starch, Cream Analogue (Hydrogenated Palm Oil, Milk Protein), Cashew Powder, Acidity Regulator (Ins 330), Natural & Nature Identical Flavourings, Anticaking Agent (Ins 551), Yeast Extract Powder, Flavour Enhancer (Ins 627, Ins 631). Contains Added Flavours (Natural And Nature Identical Flavouring Substances)."
