Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product name,Product Quantity,UOM,MRP,Price,Short Product Description,Long Product Description,SKU Code,Manufacturer,Country Of Origin,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD Available (Y/N),Image,Image.1,Image.2,Image.3,Image.4,Image.5,Image.6,Image.7,Image.8,Image.9,Net Quantity,Brand,Pack Quantity,Pack Size,UPC/EAN,FSSAI no,Preservatives,Preservatives (details),Flavours & Spices,Ready to cook,Ready to eat,Rice grain type,Recommended Age ,Baby Weight,Absorption Duration (in Hrs),Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Ingredients,Usage,Marketed By,Nutritional Facts
EU00000014,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,"POLKA Garlic and Oregano Soup Sticks,  125 g",125 g ,grams,90,90,"Polka foods present your favourite combination of crunchy soup sticks with garlic and oregano. It contains less fat and can be enjoyed with dip, butter and soup. You can have them on the go.", , ,"POLKA FOODS,  53-54 SECTOR 16,  HSIIDC BAHADURGARH,  HARYANA,  124507.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40202559_3-polka-garlic-oregano-soup-sticks.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202559-2_3-polka-garlic-oregano-soup-sticks.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202559-3_3-polka-garlic-oregano-soup-sticks.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202559-4_3-polka-garlic-oregano-soup-sticks.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202559-5_3-polka-garlic-oregano-soup-sticks.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202559-6_3-polka-garlic-oregano-soup-sticks.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202559-7_1-polka-garlic-oregano-soup-sticks.jpg,,,,,POLKA,1,1,'40202559,'10816007000018, , , , , , , , , , , , , , , , ,"Refined Wheat Flour, Butter, Bakery Shortening, Garlic, Oregano, Chilly Yeast, Salt, Sugar.",Ready to eat.,"POLKA FOODS, 53-54 SECTOR 16, HSIIDC BAHADURGARH, HARYANA, 124507.",
EU00000015,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,"Dibha Quinoa Puffs - Lunchbox Snack,  30 g",30 g ,grams,150,150,"The Dibha Honest Snacking Quinoa Puffs is an ideal snack if you're on a healthy diet. Stored in a tin can, the Dibha Honest Snacking Quinoa Puffs comes in handy while you're travelling. Serve this at small gatherings or parties and keep your guests coming back for more! Send these scrumptious Quinoa Puffs as snacks in your children's tiffin to return with an empty box or take them to the office and share them with your colleagues. Enjoy added fun with our Dibha Honest Snacking Quinoa Puffs in a 50g pack. Explore the wide range of Dibha Honest Snacking from Soya Puffs to Cheesy Makhana and more only on Big Basket.", , ,"Brownwall Food Products Private Limited (W-231A,  MIDC TTC Industrial Area,  Kopar Khairane,  Navi Mumbai 400710)",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40252848_1-dibha-quinoa-puffs-lunchbox-snack.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252848-2_1-dibha-quinoa-puffs-lunchbox-snack.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252848-3_1-dibha-quinoa-puffs-lunchbox-snack.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252848-4_1-dibha-quinoa-puffs-lunchbox-snack.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252848-5_1-dibha-quinoa-puffs-lunchbox-snack.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252848-6_1-dibha-quinoa-puffs-lunchbox-snack.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252848-7_1-dibha-quinoa-puffs-lunchbox-snack.jpg,,,,,Dibha,1,1,'8906154240526,'11520015000185, , , , , , , , , , , , , , , , ,"Oats, Jowar (Sorghum), Refined Vegetable Oil, Salt, Sugar, Garlic Powder, Onion Powder, Spices and Condiments (Red Chilli Powder, Dry Mango Powder, Black Rock Salt, Cumin Powder), Malic Acid (E296), Natural and Nature Identical Flavouring Substance(s), Silicon dioxide(E551), Disodium 5 inosinate(E631), Disodium 5 guanylate(E627), Spice Extracts.",,"Brownwall Food Products Private Limited (W-231A, MIDC TTC Industrial Area, Kopar Khairane, Navi Mumbai 400710)","Nutritional Facts-

Energy (Kcal)- 445,
Carbohydrate(g)- 73.4,
Sugar(g)- 3.7,
Protein(g)- 8.3,
Fat(g)- 10.2

*Subject to natural variance"
EU00000016,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,"Dibha Oats Puffs - Instant Energy and Appetiser,  30 g",30 g ,grams,150,150,The Dibha Honest Snacking Oats Puffs (30 g tin) is a great midday snack to munch on while you take a break from work. This healthy snack is made from oats and jowar and gives you an instant boost of energy and appetizers you before a meal. Jowar is a major source of fibre and helps improve digestion. Serve this to your guests to leave a long-lasting impression. Enjoy added fun with our Dibha Honest Snacking Oats Puffs in a 50g pack. Explore the wide range of Dibha Honest Snacking from Soya Puffs to Cheesy Makhana and more only on Big Basket., , ,"Brownwall Food Products Private Limited (W-231A,  MIDC TTC Industrial Area,  Kopar Khairane,  Navi Mumbai 400710)",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40252850_1-dibha-oats-puffs-instant-energy-appetiser.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252850-2_1-dibha-oats-puffs-instant-energy-appetiser.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252850-3_1-dibha-oats-puffs-instant-energy-appetiser.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252850-4_1-dibha-oats-puffs-instant-energy-appetiser.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252850-5_1-dibha-oats-puffs-instant-energy-appetiser.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252850-6_1-dibha-oats-puffs-instant-energy-appetiser.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252850-7_1-dibha-oats-puffs-instant-energy-appetiser.jpg,,,,,Dibha,1,1,'4025285,'11520015000185, , , , , , , , , , , , , , , , ,"Oats, Jowar (Sorghum), Refined Vegetable Oil, Salt, Sugar, Garlic Powder, Onion Powder, Spices and Condiments (Red Chilli Powder, Dry Mango Powder, Black Rock Salt, Cumin Powder), Malic Acid (E296), Natural and Nature Identical Flavouring Substance(s), Silicon dioxide(E551), Disodium 5'inosinate(E631), Disodium 5'guanylate(E627), Spice Extracts.",,"Brownwall Food Products Private Limited (W-231A, MIDC TTC Industrial Area, Kopar Khairane, Navi Mumbai 400710)","Nutritional Facts-

Energy (Kcal)- 445,
Carbohydrate(g)- 73.4,
Sugar(g)- 3.7,
Protein(g)- 8.3,
Fat(g)- 10.2

*Subject to natural variance"
EU00000017,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,"Dibha Oats Turmeric Puffs - Instant Energy and Appetisier,  35 g",35 g ,grams,150,150,The Dibha Honest Snacking Oats Turmeric Puffs are to be enjoyed with loved ones over an evening chat with some hot tea. Enjoy these heart-shaped delicacies made from oats and jowar which give you an instant boost of energy and appetisers you before a meal. Jowar is a major source of fibre and helps improve digestion. Serve this to your guests to leave a long-lasting impression. Enjoy added fun with our Dibha Honest Snacking Oats Turmeric Puffs. Explore the wide range of Dibha Honest Snacking from Soya Puffs to Cheesy Makhana and more only on Big Basket., , ,"Brownwall Food Products Private Limited (W-231A,  MIDC TTC Industrial Area,  Kopar Khairane,  Navi Mumbai 400710)",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40252852_1-dibha-oats-turmeric-puffs-instant-energy-appetisier.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252852-2_1-dibha-oats-turmeric-puffs-instant-energy-appetisier.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252852-3_1-dibha-oats-turmeric-puffs-instant-energy-appetisier.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252852-4_1-dibha-oats-turmeric-puffs-instant-energy-appetisier.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252852-5_1-dibha-oats-turmeric-puffs-instant-energy-appetisier.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252852-6_1-dibha-oats-turmeric-puffs-instant-energy-appetisier.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252852-7_1-dibha-oats-turmeric-puffs-instant-energy-appetisier.jpg,,,,,Dibha,1,1,'40252852,'11520015000185, , , , , , , , , , , , , , , , ,"Oats, Jowar (Sorghum), Refined Vegetable Oil, Salt, Sugar, Garlic Powder, Onion Powder, Spices and Condiments (Red Chilli Powder, Dry Mango Powder, Black Rock Salt, Cumin Powder), Malic Acid (E296), Natural and Nature Identical Flavouring Substance(s), Silicon dioxide(E551), Disodium 5'inosinate(E631), Disodium 5'guanylate(E627), Spice Extracts.",,"Brownwall Food Products Private Limited (W-231A, MIDC TTC Industrial Area, Kopar Khairane, Navi Mumbai 400710)","Nutritional Facts-

Energy (Kcal)- 429.54,
Carbohydrate(g)- 75.24,
Sugar(g)- 0.52,
Protein(g)- 9.82,
Fat(g)- 11.5

*Subject to natural variance"
EU00000018,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,"Wingreens Farms Crispy Baked Multi-grain Flat Bread - With FlaX Seeds, 100 g",100 g ,grams,150,127.5,"Wingreens Farm Baked Multigrain Flatbread is made of the finest ingredients including, whole wheat flour, multigrain flour and some mixed herbs and spices. It contains essential omega 3 fatty acids. They are not only versatile but also healthier than other crisps. It has a great texture and flavour. It's a healthy alternative when you've got an intense junk food craving. It goes well along with hummus or some cheese. It does not contain any added flavour, colour or preservatives.", , ,"WINGREENS FARMS PVT LTD,  B-19 Info Technology Park,  Sector 34,  Gurugram,  Haryana 122001",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_30010748_4-wingreens-farms-crispy-baked-multi-grain-flat-bread-with-flax-seeds.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_30010748-2_2-wingreens-farms-crispy-baked-multi-grain-flat-bread-with-flax-seeds.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_30010748-3_2-wingreens-farms-crispy-baked-multi-grain-flat-bread-with-flax-seeds.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_30010748-4_2-wingreens-farms-crispy-baked-multi-grain-flat-bread-with-flax-seeds.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_30010748-5_1-wingreens-farms-crispy-baked-multi-grain-flat-bread-with-flax-seeds.jpg,,,,,,,Wingreens Farms,1,1,8.91E+12,1.00E+13, , , , , , , , , , , , , , , , ,"Whole Wheat Flour, Multigrain Flour (79.48%), Flax Seeds (1.1%), Watermelon Seeds, Mixed Herbs and Spices","1. Our yummy Baked Chilli Garlic Pita Bread Crisps taste great with all our dips.
2. Simply open a pack of your favourite Wingreens dip and dip away!","WINGREENS FARMS PVT LTD, B-19 Info Technology Park, Sector 34, Gurugram, Haryana 122001","Energy Value 461.3 kcal
Carbohydrates 65.7g
Sugar BQL(DL=1.0)
Proteins 8.9g
Fats 18.1g"
EU00000019,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,"Wingreens Farms Crispy Baked Multi-grain Flat Bread - With FlaX Seeds, 2X100 gMultipack",2 x 100 g Multipack,grams,300,255,"Wingreens Farm Baked Multigrain Flatbread is made of the finest ingredients including, whole wheat flour, multigrain flour and some mixed herbs and spices. It contains essential omega 3 fatty acids. They are not only versatile but also healthier than other crisps. It has a great texture and flavour. It's a healthy alternative when you've got an intense junk food craving. It goes well along with hummus or some cheese. It does not contain any added flavour, colour or preservatives.", , ,"WINGREENS FARMS PVT LTD,  B-19 Info Technology Park,  Sector 34,  Gurugram,  Haryana 122001",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_30010748_4-wingreens-farms-crispy-baked-multi-grain-flat-bread-with-flax-seeds.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_30010748-2_2-wingreens-farms-crispy-baked-multi-grain-flat-bread-with-flax-seeds.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_30010748-3_2-wingreens-farms-crispy-baked-multi-grain-flat-bread-with-flax-seeds.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_30010748-4_2-wingreens-farms-crispy-baked-multi-grain-flat-bread-with-flax-seeds.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_30010748-5_1-wingreens-farms-crispy-baked-multi-grain-flat-bread-with-flax-seeds.jpg,,,,,,,Wingreens Farms,2,1,8.91E+12,1.00E+13, , , , , , , , , , , , , , , , ,"Whole Wheat Flour, Multigrain Flour (79.48%), Flax Seeds (1.1%), Watermelon Seeds, Mixed Herbs and Spices","1. Our yummy Baked Chilli Garlic Pita Bread Crisps taste great with all our dips.
2. Simply open a pack of your favourite Wingreens dip and dip away!","WINGREENS FARMS PVT LTD, B-19 Info Technology Park, Sector 34, Gurugram, Haryana 122001","Energy Value 461.3 kcal
Carbohydrates 65.7g
Sugar BQL(DL=1.0)
Proteins 8.9g
Fats 18.1g"
EU00000020,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,"POLKA Sesame Soup Sticks,  125 g Jar",125 g Jar,grams,90,90,"Polka Foods presents the ultimate Sesame Soup Sticks. These crunchy soup sticks with sesame contain less fat and can be enjoyed with a dip, butter and soup instantly.", , ,"POLKA FOODS,  53-54 SECTOR 16,  HSIIDC BAHADURGARH,  HARYANA,  124507.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40202558_3-polka-sesame-soup-sticks.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202558-2_3-polka-sesame-soup-sticks.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202558-3_3-polka-sesame-soup-sticks.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202558-4_3-polka-sesame-soup-sticks.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202558-5_3-polka-sesame-soup-sticks.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202558-6_3-polka-sesame-soup-sticks.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40202558-7_1-polka-sesame-soup-sticks.jpg,,,,,POLKA,1,1,'40202558,'10816007000018, , , , , , , , , , , , , , , , ,"Refined Wheat Flour, Bakery Shortening, Salt, Sugar, Yeast, Sesame.",Ready to eat.,"POLKA FOODS, 53-54 SECTOR 16, HSIIDC BAHADURGARH, HARYANA, 124507.",
EU00000021,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,"Dibha Quinoa Puffs - Lunchbox Snack,  50 g",50 g ,grams,180,180,"The Dibha Honest Snacking Quinoa Puffs is an ideal snack if you're on a healthy diet. Stored in a tin can, the Dibha Honest Snacking Quinoa Puffs comes in handy while you're travelling. Serve this at small gatherings or parties and keep your guests coming back for more! Send these scrumptious Quinoa Puffs as snacks in your child's lunchbox to return with an empty box or take them to the office and share them with your colleagues. Explore the wide range of Dibha Honest Snacking from Soya Puffs to Cheesy Makhana and more only on Big Basket.", , ,"Brownwall Food Products Private Limited (W-231A,  MIDC TTC Industrial Area,  Kopar Khairane,  Navi Mumbai 400710)",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40252849_1-dibha-quinoa-puffs-lunchbox-snack.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252849-2_1-dibha-quinoa-puffs-lunchbox-snack.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252849-3_1-dibha-quinoa-puffs-lunchbox-snack.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252849-4_1-dibha-quinoa-puffs-lunchbox-snack.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252849-5_1-dibha-quinoa-puffs-lunchbox-snack.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252849-6_1-dibha-quinoa-puffs-lunchbox-snack.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40252849-7_1-dibha-quinoa-puffs-lunchbox-snack.jpg,,,,,Dibha,1,1,'8906154240533,'11520015000185, , , , , , , , , , , , , , , , ,"Oats, Jowar (Sorghum), Refined Vegetable Oil, Salt, Sugar, Garlic Powder, Onion Powder, Spices and Condiments (Red Chilli Powder, Dry Mango Powder, Black Rock Salt, Cumin Powder), Malic Acid (E296), Natural and Nature Identical Flavouring Substance(s), Silicon dioxide(E551), Disodium 5 inosinate(E631), Disodium 5 guanylate(E627), Spice Extracts.",,"Brownwall Food Products Private Limited (W-231A, MIDC TTC Industrial Area, Kopar Khairane, Navi Mumbai 400710)","Nutritional Facts-

Energy (Kcal)- 445,
Carbohydrate(g)- 73.4,
Sugar(g)- 3.7,
Protein(g)- 8.3,
Fat(g)- 10.2

*Subject to natural variance"
EU00000022,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,"English Oven Bread - Brown,  400 g Pouch",400 g Pouch,grams,55,55,Healthy n Natural daily bread, , ,"Shop no 1 ramabai nagar nr. Hiranandni hospital and iit maine gate opp powai,  English school powai,  Mumbai,  Maharashtra 400076-Delhi,  Gurgaon and Noida-11-B,  Udyog Vihar,  Greater Noida,  Dist. Gautam Budh Nagar (U.P.) - 201308",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_70001169_11-english-oven-bread-brown.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_70001169-2_7-english-oven-bread-brown.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_70001169-3_7-english-oven-bread-brown.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_70001169-4_7-english-oven-bread-brown.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_70001169-5_6-english-oven-bread-brown.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_70001169-6_3-english-oven-bread-brown.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_70001169-7_1-english-oven-bread-brown.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_70001169-8_1-english-oven-bread-brown.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_70001169-9_1-english-oven-bread-brown.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_70001169-10_1-english-oven-bread-brown.jpg,,English Oven,1,1,'8908007029197,, , , , , , , , , , , , , , , , ,,,,
EU00000023,RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-10,"Britannia 100% Whole Wheat Bread,  450 g Pouch",450 g Pouch,grams,55,55,"Milled from 100% whole grains of wheat, this bread is low in saturated fat and doubles up as a good source of fibre.Whether you live to eat or eat to live, itâs best when itâs done right. Britanniaâs range of wholesome and delicious bread is filled with the goodness you need to keep your body healthy and happy.", , ,"Nanda Foods Unit II- Plot NO 16/1/4and5, IDA NACHARAM UPPAL MANDAL, KAPRA, MUNICIPALITY, Telengana-500076",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40162924_4-britannia-100-whole-wheat-bread.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40162924-2_4-britannia-100-whole-wheat-bread.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40162924-3_4-britannia-100-whole-wheat-bread.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40162924-4_4-britannia-100-whole-wheat-bread.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40162924-5_4-britannia-100-whole-wheat-bread.jpg,,,,,,,Britannia,1,1,'8901063342934,'10015047000523, , , , , , , , , , , , , , , , ,"Whole Wheat Flour, Water, Sugar, Oil, Salt, Improvers.",Ready to eat.,"Britannia industries Limited 5/1A Hungerford street, Kolkata, West Bengal-700017",
