Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Colour Shade Name,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Pack Size,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image,Image,Image,Image,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Hair Thickness,Sustainable,Type,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00074803,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Paris Hyaluron Moisture 72H Moisture Sealing Conditioner for Dehydrated Hair- 180ml,,,180ml,1,LOreal,249,194,Hyaluron Moisture 72H Moisture Sealing Conditioner for Dehydrated Hair,,,1,Units,Single,,"Omnitech Retail, Pritam International Pvt. Ltd. K. No. 138, Raipur Industrial Area, Roorkee, 247667, Uttarakhand.",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisHyaluronMoisture72HMoistureSealingConditionerforDehydratedHair-180ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisHyaluronMoisture72HMoistureSealingConditionerforDehydratedHair-180ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisHyaluronMoisture72HMoistureSealingConditionerforDehydratedHair-180ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisHyaluronMoisture72HMoistureSealingConditionerforDehydratedHair-180ml_4.jpg,,,,(N),(Y),(N),,,,,Anti-Frizz,Hyaluronic Acid,,,Paraben-Free,,,,,,Regular,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00074804,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,GK Hair Set of Hair Taming System Proline Shampoo & Conditioner with Argan Serum,,,600 ML & Above,1,GK HAIR,3600,2952,"This Hair Taming System Pro Line Set Contains:
Balancing oil control shampoo
Balancing Conditioner
Argan Serum",,,2,Units,Bundle,,"Supercom Net, Gk Hair & GKHAIR LLC 4800 NW 15TH AVE SUITE E. FORT LAUDERDALE 33309 FLORIDA UNITED STATES",United States of America,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GKHAIRGKHairSetofHairTamingSystemProLineShampoo&ConditionerwithArganSerum_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GKHAIRGKHairSetofHairTamingSystemProLineShampoo&ConditionerwithArganSerum_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GKHAIRGKHairSetofHairTamingSystemProLineShampoo&ConditionerwithArganSerum_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14GKHAIRGKHairSetofHairTamingSystemProLineShampoo&ConditionerwithArganSerum_4.jpg,,,,(N),(Y),(N),,,,,Colour Protection,Argan Oil,,,Sulfate-Free,"Oil,Serum",,,,,Normal,Normal,Regular,Shampoo and Conditioner,,,,,,,,,,,,,
EU00074805,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Hair Growth & Hair Fall Control Onion Shampoo 400ml,,,350-400 ML,1,Mamaearth,499,454,Hair Growth & Hair Fall Control Onion Shampoo,,,1,Units,Single,,"Honasa Consumer Private Limited, Kapco International Ltd, Plot11, Sector3, Parwanoo, Himachal Pradesh, India-173220",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MamaearthHairGrowth&HairFallControlOnionShampoo400ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MamaearthHairGrowth&HairFallControlOnionShampoo400ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MamaearthHairGrowth&HairFallControlOnionShampoo400ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MamaearthHairGrowth&HairFallControlOnionShampoo400ml_4.jpg,,,,(N),(Y),(N),,,,,Dandruff,Onion,,,Dermatologically Tested,,,,,,Normal,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00074806,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Wella Professionals Invigo Nutri-enrich Shampoo 250ml,,,240-260 ML,1,WELLA PROFESSIONALS,680,680,Invigo Nutri-enrich Shampoo,,,1,Units,Single,,"RetailNet, Importer:Wella India Private Limited,,C/O KD Supply Chain Solutions Pvt. Ltd,Mumbai,Maharashtra,400072",Germany,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14WELLAPROFESSIONALSWellaProfessionalsInvigoNutri-enrichShampoo250ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14WELLAPROFESSIONALSWellaProfessionalsInvigoNutri-enrichShampoo250ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14WELLAPROFESSIONALSWellaProfessionalsInvigoNutri-enrichShampoo250ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14WELLAPROFESSIONALSWellaProfessionalsInvigoNutri-enrichShampoo250ml_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,,,,,,,,,,Regular,,,Shampoo,,,,,,,,,,,,,
EU00074807,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Paris Total Repair 5 Conditioner 71.5ml,,,50-80 ML,1,LOreal,99,89,"What it is
The total repair 5 repairing conditioner helps fight against the five visible signs of damaged hair - hair fall, dryness, roughness, dullness, and split ends without weighing it down. Day after day, your hair is: 1. Strong 2. Supple 3. Smooth 4. Shiny 5. Protected.

What it does
Damaged hair can lack the natural cement which keeps the hair strong and resilient. To ensure cohesion and strength, the L'Oreal Laboratories have created Ceramide-Cement technology to replicate the hair's natural cement, targetting the 5 problems.

Features:
The texture and the shine of your hair is renewed. LOreal laboratories have succeeded in combining Argan Oil and Silk protein, which is naturally rich in essential fatty nutrients
48* Hour Protection: The crme formula nourishes and smoothes your hair from root to tip making it look more smooth & manageable.
It shields your hair from the effect of humid or dry weather.


5 Problems.1 Solution. L'Oreal Paris Total Repair 5 Repairing conditioner helps fight against the five visible signs of damaged hair - Hair fall, dryness, roughness, dullness and split ends without weighing it down. Damaged hair can lack the natural cement which keeps the hair strong and resilient. To ensure cohesion and strength, the L'Oreal Laboratories have created Ceramide-Cement technology to replicate the hair's natural cement, targetting the 5 problems.

Explore our best hair products to revive and repair damaged hair. Conditioner For Damaged Hair.
With Protein + Ceramide. Fights The 5 Signs Of Damage.",,,1,Units,Single,,"Omnitech Retail, L'Oreal India Pvt Ltd., Chakan, Pune - 410501",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisTotalRepair5Conditioner71.5ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisTotalRepair5Conditioner71.5ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisTotalRepair5Conditioner71.5ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisTotalRepair5Conditioner71.5ml_4.jpg,,,,(N),(Y),(N),,,,,Damaged,Argan Oil,,,Natural,Oil,Natural,,Day,,Damaged Hair,,,Conditioner,Repairing,,,,,,,,,,,,
EU00074808,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Set Of 2 Hair Fruitslong & Silky Conditioning Shampoo with Apricot & Peach-340ml each,Peach,,340mlx2,1,JOY,340,221,Set Of 2 Hair Fruits Long & Silky Conditioning Shampoo with Apricot & Peach,,,2,Units,Bundle,,"JOY CREATORS LLP, RSH Global Pvt. Ltd. Plot No. 74, DIC Industrial Area, Baddi 173 205 (H.P.)",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14JOYSetOf2HairFruitsLong&SilkyConditioningShampoowithApricot&Peach-340mleach_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14JOYSetOf2HairFruitsLong&SilkyConditioningShampoowithApricot&Peach-340mleach_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14JOYSetOf2HairFruitsLong&SilkyConditioningShampoowithApricot&Peach-340mleach_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14JOYSetOf2HairFruitsLong&SilkyConditioningShampoowithApricot&Peach-340mleach_4.jpg,,,,(N),(Y),(N),,,,,Texturizing,Apricot,,,Paraben-Free,,,,,,Damaged Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00074809,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Opti Care Smooth Straight Professional Ultra Smoothing Shea Butter Shampoo 200ml,,,190-200 ML,1,MATRIX,360,360,Opti Care Smooth Straight Professional Ultra Smoothing Shea Butter Shampoo,,,1,Units,Single,,"Flashstar Commerce, Loreal India Pvt.Ltd.Chakan,Pune -410501,M.Lic.No.Mpd/C-44",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MATRIXOptiCareSmoothStraightProfessionalUltraSmoothingSheaButterShampoo200ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MATRIXOptiCareSmoothStraightProfessionalUltraSmoothingSheaButterShampoo200ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MATRIXOptiCareSmoothStraightProfessionalUltraSmoothingSheaButterShampoo200ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MATRIXOptiCareSmoothStraightProfessionalUltraSmoothingSheaButterShampoo200ml_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,Shea Butter,,,,Butter,,,,,Regular,,Regular,Shampoo,,,,,,,,,,,,,
EU00074810,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,"Paris Total Repair 5 Shampoo, 192.5ml - 192.5ml",,,190-200 ML,1,LOreal,189,151,Total Repair 5 Shampoo,,,1,Units,Single,,"Omnitech Retail, Pritam International Pvt Ltd., K. No. 138, Raipur Industrial Area, Roorkee, Uttarakhand - 247667",India,,,,,(N),(N),,"https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisTotalRepair5Shampoo,192.5ml-192.5ml_1.jpg","https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisTotalRepair5Shampoo,192.5ml-192.5ml_2.jpg","https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisTotalRepair5Shampoo,192.5ml-192.5ml_3.jpg","https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisTotalRepair5Shampoo,192.5ml-192.5ml_4.jpg",,,,(N),(Y),(N),,,,,Damaged,Keratin,,,,,,,,,Damaged Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00074811,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Intense Repair Hair Conditioner For Damaged And Frizzy Hair 75ml,,,75ml,1,Dove,90,90,"Intense Repair Hair Conditioner For Damaged And Frizzy Hair 

REPAIRS DAMAGED HAIR FROM THE FIRST WASH
Tangles and frizz not only make hair difficult to manage, but can increase hair breakage, especially when combing hair. That's why shampoo alone is not enough. Use Dove Intense Repair Conditioner everytime after shampoo for detangled, smooth hair.

Enriched with Keratin Actives, it deeply nourishes damaged hair along the lengths, removing knots, taming frizz and making hair so smooth that your comb will slide through.

For best results, follow the below 3 steps:
1. SQUEEZE half to one spoon of Dove conditioner for shoulder length hair
2. SLIDE it from ears to tips where hair tangles and breaks more easily.
3. WAIT for a minute and WASH thoroughly with water.

Try Dove Intense Repair Conditioner for detangled, smooth, easily manageable hair from the very first wash.",,,1,Units,Single,,"Truecom Retail, HindustanUnileverLimitedBDSawantMargChakalaAndheriEastMumbaiMaharashtra400099",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DoveIntenseRepairHairConditionerForDamagedAndFrizzyHair75ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DoveIntenseRepairHairConditionerForDamagedAndFrizzyHair75ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DoveIntenseRepairHairConditionerForDamagedAndFrizzyHair75ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DoveIntenseRepairHairConditionerForDamagedAndFrizzyHair75ml_4.jpg,,,,(N),(Y),(N),,,,,Damaged,Keratin,,,Dermatologically Tested,,,,,,Damaged Hair,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00074812,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Intense Repair Hair Conditioner For Damaged And Frizzy Hair 175ml,,,175ml,1,Dove,210,151,"Intense repair conditioner

REPAIRS DAMAGED HAIR FROM THE FIRST WASH
Tangles and frizz not only make hair difficult to manage, but can increase hair breakage, especially when combing hair. That's why shampoo alone is not enough. Use Dove Intense Repair Conditioner everytime after shampoo for detangled, smooth hair.
Enriched with Keratin Actives, it deeply nourishes damaged hair along the lengths, removing knots, taming frizz and making hair so smooth that your comb will slide through.
For best results, follow the below 3 steps:
1. SQUEEZE half to one spoon of Dove conditioner for shoulder length hair
2. SLIDE it from ears to tips where hair tangles and breaks more easily.
3. WAIT for a minute and WASH thoroughly with water.

Try Dove Intense Repair Conditioner for detangled, smooth, easily manageable hair from the very first wash.",,,1,Units,Single,,"Truecom Retail, For Manufacturing unit address, read the first charecters of the code and see below the productbr /A) Hindustan Unilever Ltdbr /Unit - 1, Tinsukia 786151, Assambr /M.L. No. M C-3m/2001br /AA) L.B.C.P,br /Unit - II, Haridwar 249403, Uttrakhandbr /M.L. No.",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DoveIntenseRepairHairConditionerForDamagedAndFrizzyHair175ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DoveIntenseRepairHairConditionerForDamagedAndFrizzyHair175ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DoveIntenseRepairHairConditionerForDamagedAndFrizzyHair175ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DoveIntenseRepairHairConditionerForDamagedAndFrizzyHair175ml_4.jpg,,,,(N),(Y),(N),,,,,Damaged,Keratin,,,Dermatologically Tested,,,,,,Damaged Hair,Normal,Regular,Conditioner,,,,,,,,,,,,,
EU00074813,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Matrix Opti Care Professional Ultra Smoothing Shampoo - 350ml,,,300-350 ML,1,MATRIX,560,560,"Matrix Unisex Opti Care Professional Ultra Smoothing Shampoo
Formulated to help control and smooth chemically straightened hair",,,1,Units,Single,,"Flashstar Commerce, LÂORE?AL INDIA PVT. LTD., CHAKAN, PUNE-410 501, M. LIC. NO.: MPD/C-44. N) PRITAM INTERNATIONAL PVT. LTD., K. NO. 138, RAIPUR INDUSTRIAL AREA, ROORKEE247667,UTTARAKHAND",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MATRIXMatrixOptiCareProfessionalUltraSmoothingShampoo-350ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MATRIXMatrixOptiCareProfessionalUltraSmoothingShampoo-350ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MATRIXMatrixOptiCareProfessionalUltraSmoothingShampoo-350ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MATRIXMatrixOptiCareProfessionalUltraSmoothingShampoo-350ml_4.jpg,,,,(N),(Y),(N),,,,Unisex,Daily Use,,,,,,,,,,Straight Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00074814,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Set Of 2 Dandruff Control & Scalp Nourish 4-in-1 Conditioning Shampoo - 340ml Each,,,340mlx2,1,JOY,360,252,Set Of 2 Dandruff Control & Scalp Nourish 4-in-1 Conditioning Shampoo,,,2,Units,Bundle,,"JOY CREATORS LLP, RSH Global Pvt. Ltd. Plot No. 74, DIC Industrial Area, Baddi 173 205 (H.P.)",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14JOYSetOf2DandruffControl&ScalpNourish4-in-1ConditioningShampoo-340mlEach_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14JOYSetOf2DandruffControl&ScalpNourish4-in-1ConditioningShampoo-340mlEach_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14JOYSetOf2DandruffControl&ScalpNourish4-in-1ConditioningShampoo-340mlEach_3.jpg,,,,,(N),(Y),(N),,,,,Dandruff,Argan Oil,,,Paraben-Free,,,,,,Damaged Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00074815,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Paris Women Dreamlength Restoring Shampoo with Vegetal Keratin 192.5ml,,,190-200 ML,1,LOreal,209,163,Dream Length Restoring Shampoo,,,1,Units,Single,,"Omnitech Retail, Loreal India Pvt Ltd, Chakan, Pune - 410501",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisWomenDreamLengthRestoringShampoowithVegetalKeratin192.5ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisWomenDreamLengthRestoringShampoowithVegetalKeratin192.5ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisWomenDreamLengthRestoringShampoowithVegetalKeratin192.5ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisWomenDreamLengthRestoringShampoowithVegetalKeratin192.5ml_4.jpg,,,,(N),(Y),(N),,,,Female,Daily Use,Castor Oil,,,,,,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00074816,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Unisex Hair Fall Rescue Shampoo with Glycerin 80ml,,,50-80 ML,1,Dove,72,61,"What It Is:
If you are worried about hair fall, you're probably looking for a solution that's going to give you visibly fuller hair. That's exactly why we created a shampoo for the job. Dove Hair Fall Rescue Shampoo is specially formulated to target hair fall and nourish your hair from root to tip. So all you'll need to worry about is how you're going to style your fuller-looking hair.

Features:
Deeply nourishes damaged hair from root to tip
Fortifies strands to reduce hair fall by up to 98%
Formulated with Nutrilock actives
Makes hair visibly fuller
Provides both instant and long-term results
Gentle formula, suitable for everyday use",,,1,Units,Single,,"Truecom Retail, HindustanUnileverLimitedBDSawantMargChakalaAndheriEastMumbaiMaharashtra400099",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DoveUnisexHairFallRescueShampoowithGlycerin80ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14DoveUnisexHairFallRescueShampoowithGlycerin80ml_2.jpg,,,,,,(N),(Y),(N),,,,Unisex,Thinning and Hair Fall,Glycerin,,,Dermatologically Tested,,,,,,Normal,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00074817,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Keratin Yoghurt Shampoo 340ml,,,350-400 ML,1,Sunsilk,300,225,Keratin Yoghurt Shampoo 340 ml,,,1,Units,Single,,"Supercom Net, HINDUSTAN UNILEVER LIMITED/ UNILEVER HOUSE/ B D SAWANT MARG/ CHAKALA/ ANDHERI (E)/ MUMBAI 400099",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SunsilkKeratinYoghurtShampoo340ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SunsilkKeratinYoghurtShampoo340ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SunsilkKeratinYoghurtShampoo340ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14SunsilkKeratinYoghurtShampoo340ml_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,Keratin,,,,,,,,,Normal,Fine,Regular,Shampoo,,,,,,,,,,,,,
EU00074818,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,"Strong & Healthy Shampoo, With Kunkudukai and Badam- 1L",,,600 ML & Above,1,Meera GOODNESS OF TRADITION,850,850,Strong & Healthy Shampoo,,,1,Units,Single,,"Supercom Net, CavinKare Pvt. Ltd., Cavinville, No. 12, Cenotaph Road, Chennai - 600 018",India,,,,,(N),(N),,"https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MeeraGOODNESSOFTRADITIONStrong&HealthyShampoo,WithKunkudukaiandBadam-1L_1.jpg","https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MeeraGOODNESSOFTRADITIONStrong&HealthyShampoo,WithKunkudukaiandBadam-1L_2.jpg","https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14MeeraGOODNESSOFTRADITIONStrong&HealthyShampoo,WithKunkudukaiandBadam-1L_3.jpg",,,,,(N),(Y),(N),,,,,Damaged,,,,,,,,,,Regular,Fine,Regular,Shampoo,,,,,,,,,,,,,
EU00074819,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Paris Unisex Extraordinary Clay Shampoo with Glycerin 175ml,,,175ml,1,LOreal,189,147,"L'Oreal Paris Unisex Extraordinary Clay Shampoo
Ultra purifying washes off excess oil on scalp and roots and helps eliminate impurities and pollution particles
Intensely hydrating moisturises from lengths to tips for hydrated free flowing hair, leaving hair fresh for up to 72 hours
Enriched with extraordinary power of clay that deeply purifies and hydrates your hair
Tailor made care to resolve the problems of oily roots and dry lengths
Scalp and hair feel fresh and clean even 3 days after shampoo",,,1,Units,Single,,"Omnitech Retail, L'Oreal India Pvt Ltd., Chakan, Pune - 410501",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisUnisexExtraordinaryClayShampoowithGlycerin175ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisUnisexExtraordinaryClayShampoowithGlycerin175ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisUnisexExtraordinaryClayShampoowithGlycerin175ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisUnisexExtraordinaryClayShampoowithGlycerin175ml_4.jpg,,,,(N),(Y),(N),,,,Unisex,Daily Use,"Glycerin,Clay",,,,Oil,,,,Fresh,Regular,Normal,Regular,Shampoo,Hydrating,,,,,,,,,,,,
EU00074820,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Paris Extraordinary Clay Shampoo 340ml,,,340ml,1,LOreal,379,284,Extraordinary Clay Shampoo,,,1,Units,Single,,"Omnitech Retail, Pritam International Pvt Ltd., K. No. 138, Raipur Industrial Area, Roorkee, Uttarakhand - 247667",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisExtraordinaryClayShampoo340ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisExtraordinaryClayShampoo340ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisExtraordinaryClayShampoo340ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisExtraordinaryClayShampoo340ml_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,Clay,,,,,,,,,Regular,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00074821,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Paris Extraordinary Clay Shampoo 640ml,,,640ml,1,LOreal,779,592,Extraordinary Clay Shampoo,,,1,Units,Single,,"Omnitech Retail, Pritam International Pvt Ltd., K. No. 138, Raipur Industrial Area, Roorkee, Uttarakhand - 247667",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisExtraordinaryClayShampoo640ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisExtraordinaryClayShampoo640ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisExtraordinaryClayShampoo640ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealParisExtraordinaryClayShampoo640ml_4.jpg,,,,(N),(Y),(N),,,,,Daily Use,Clay,,,,,,,,,Regular,,,Shampoo,,,,,,,,,,,,,
EU00074822,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Set Of 2 Natural Actives Deep Nourishing & Black Shine 4-in-1 Conditioning Shampoo 340ml Each,Black,,340mlx2,1,JOY,360,252,Set Of 2 Natural Actives Deep Nourishing & Black Shine 4-in-1 Conditioning Shampoo,,,2,Units,Bundle,,"JOY CREATORS LLP, RSH Global Pvt. Ltd. Plot No. 74, DIC Industrial Area, Baddi 173 205 (H.P.)",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14JOYSetOf2NaturalActivesDeepNourishing&BlackShine4-in-1ConditioningShampoo340mlEach_1.jpg,,,,,,,(N),(Y),(N),,,,,Dullness,Apple Cider Vinegar,,,Paraben-Free,,Natural,,,,Dull Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
EU00074823,RET,RET-13,RET-13-13,RET-13-13-1B,RET-13-13-1B-14,Serie Expert Inforcer Shampoo - 300ml,,,280-300 ML,1,LOreal Professionnel,695,695,Serie Expert B6 Biotin Inforcer Shampoo,,,1,Units,Single,,"Indiflashmart, LOreal India Pvt. Ltd. Chakan Pune- 410501",India,,,,,(N),(N),,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealProfessionnelSerieExpertInforcerShampoo-300ml_1.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealProfessionnelSerieExpertInforcerShampoo-300ml_2.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealProfessionnelSerieExpertInforcerShampoo-300ml_3.jpg,https://datalabs.siva3.io/images/ConditionersRET-13-13-1B-14LOrealProfessionnelSerieExpertInforcerShampoo-300ml_4.jpg,,,,(N),(Y),(N),,,,,Damaged,,,,,,,,,,Damaged Hair,Normal,Regular,Shampoo,,,,,,,,,,,,,
