L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,Specification,From The Brand,About
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Cure By Design,"Cure By Design Hemp Protein Powder - All Essential Amino Acids, Good For Digestion, Gluten Free, 25 g","The Cure by Design Hemp Protein is the best easy to digest protein powder for your next gym session. It is said that animal proteins are more easily digested than plant-based proteins, but research shows that 91-98% of the protein in hemp seeds is digestive. This means that your body can use almost all of the amino acids in hemp protein powder for important functions of the human body like repairing and maintaining. This Hemp Protein Powder is a great way to add both protein and fibre to your diet, which may keep you feeling fuller, longer. Explore the wide range of nutritious food and skincare products at Care by Design only on Big Basket.",25 g,g,25 g,1,1,90,90,"Icahro (OPC) Pvt Ltd PRESTIGE CLARKEWOODS, opp. Richards Park, Richards Town, Bengaluru, Karnataka 560005",India,['8780201374323'],['21220189000239'],https://datalabs.siva3.io/image/Eunimart_groceries_40247810_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-good-for-digestion-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247810-2_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-good-for-digestion-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247810-3_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-good-for-digestion-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247810-4_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-good-for-digestion-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247810-5_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-good-for-digestion-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247810-6_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-good-for-digestion-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247810-7_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-good-for-digestion-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40247810-8_1-cure-by-design-hemp-protein-powder-all-essential-amino-acids-good-for-digestion-gluten-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Blend with water or milk or add it to your smoothies and shakes.
2. It can be used as a gluten-free flour for baking bread, cookies etc.","['EAN Code: 8780201374323', 'FSSAI No: 21220189000239', 'Manufactured & Marketed by: Icahro (OPC) Pvt Ltd PRESTIGE CLARKEWOODS, opp. Richards Park, Richards Town, Bengaluru, Karnataka 560005', 'Country of origin: India', 'Best before 02-12-2023', '","Icahro (OPC) Pvt Ltd PRESTIGE CLARKEWOODS, opp. Richards Park, Richards Town, Bengaluru, Karnataka 560005",-,-,-,Cold Milled Hemp Seeds,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,DON MONTE,"DON MONTE Almond Flour - Gluten Free, High Fibre & Protein Rich, 200 g","Don Monte Almond Flour is one of the most common grain- and gluten-free flours. Almonds are an excellent source of fibre, protein, magnesium, and vitamin E. Almond flour tastes just like almonds. The taste is mild, and so almond flour can be used with other flavourings. It is a popular alternative to traditional wheat flour. It's low in carbs, packed with nutrients and has a slightly sweeter taste.",200 g,g,200 g,1,1,500,500,"VIJAY ENTERPRISES, No.20/70, Kasi Chetty street, 2nd floor, Chennai-600079",India,['8906017971697'],['12419002003982'],https://datalabs.siva3.io/image/Eunimart_groceries_40235814_1-don-monte-almond-flour-gluten-free-high-fibre-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40235814-2_1-don-monte-almond-flour-gluten-free-high-fibre-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40235814-3_1-don-monte-almond-flour-gluten-free-high-fibre-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40235814-4_1-don-monte-almond-flour-gluten-free-high-fibre-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40235814-5_1-don-monte-almond-flour-gluten-free-high-fibre-protein-rich.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906017971697', 'FSSAI No: 12419002003982', 'Manufactured & Marketed by:VIJAY ENTERPRISES, No.20/70, Kasi Chetty street, 2nd floor, Chennai-600079', 'Country of origin: India', 'Best before 02-09-2023', '","VIJAY ENTERPRISES, No.20/70, Kasi Chetty street, 2nd floor, Chennai-600079",-,-,-,Blanched Almonds.,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Dabur,"Dabur Hommade - Coconut Milk, 3x200 ml Multipack","Dabur Hommade goes beyond its popular range of cooking pastes to elevate the tastes of Indian homemade recipes with Coconut Milk. Made from the first pressed extract of top-grade coconuts, this culinary delight carries a rich taste and thick texture that makes your dishes much fuller and creamier.",3x200 ml Multipack,ml,3x200 ml Multipack,1,1,225,191.12,Please refer to the individual product information given above,India,['1205129'],-,https://datalabs.siva3.io/image/Eunimart_groceries_205129_5-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-2_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-3_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-4_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-5_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-6_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-7_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-8_1-dabur-hommade-coconut-milk.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1205129'}, {'Country of origin': 'India'}, {'Manufacturer Name & Shelf Life details': 'Please refer to the individual product information given above'}]",-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Dabur,"Dabur Hommade - Coconut Milk, 3x200 ml Multipack","Dabur Hommade goes beyond its popular range of cooking pastes to elevate the tastes of Indian homemade recipes with Coconut Milk. Made from the first pressed extract of top-grade coconuts, this culinary delight carries a rich taste and thick texture that makes your dishes much fuller and creamier.",3x200 ml Multipack,ml,3x200 ml Multipack,1,1,225,191.12,Please refer to the individual product information given above,India,['1205129'],-,https://datalabs.siva3.io/image/Eunimart_groceries_205129_5-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-2_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-3_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-4_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-5_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-6_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-7_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-8_1-dabur-hommade-coconut-milk.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1205129'}, {'Country of origin': 'India'}, {'Manufacturer Name & Shelf Life details': 'Please refer to the individual product information given above'}]",-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Dabur,"Dabur Hommade - Coconut Milk, 3x200 ml Multipack","Dabur Hommade goes beyond its popular range of cooking pastes to elevate the tastes of Indian homemade recipes with Coconut Milk. Made from the first pressed extract of top-grade coconuts, this culinary delight carries a rich taste and thick texture that makes your dishes much fuller and creamier.",3x200 ml Multipack,ml,3x200 ml Multipack,1,1,225,191.12,Please refer to the individual product information given above,India,['1205129'],-,https://datalabs.siva3.io/image/Eunimart_groceries_205129_5-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-2_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-3_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-4_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-5_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-6_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-7_4-dabur-hommade-coconut-milk.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_205129-8_1-dabur-hommade-coconut-milk.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1205129'}, {'Country of origin': 'India'}, {'Manufacturer Name & Shelf Life details': 'Please refer to the individual product information given above'}]",-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Dae Chun Gim,"Dae Chun Gim Roasted Seaweed Nori Snack - Natural, 5 g Pouch","Nori probably is the most popular seaweed in western countries. They are tasty, handy and not too strong in flavours. Like any other seaweed, they are very high in nutrition. It contains protein and 100 gm of nori can contain up to 30- 50 grams protein.",5 g Pouch,g,5 g Pouch,1,1,75,67.5,"Dae Chun Laver co. ltd, 425-21, Deehae-ro, Boryeong-si, Chungcheongnam-do, Korea",Korea,['40153509'],['10012022000644'],https://datalabs.siva3.io/image/Eunimart_groceries_40153509_4-dae-chun-gim-roasted-seaweed-nori-snack-natural.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40153509-2_5-dae-chun-gim-roasted-seaweed-nori-snack-natural.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40153509-3_5-dae-chun-gim-roasted-seaweed-nori-snack-natural.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40153509-4_5-dae-chun-gim-roasted-seaweed-nori-snack-natural.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40153509-5_4-dae-chun-gim-roasted-seaweed-nori-snack-natural.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Nori is commonly used as a wrap for sushi and onigiri. It is also a garnish or flavouring in noodle preparations and soups. It is most typically toasted prior to consumption (yaki-nori). A common secondary product is a toasted and flavoured nori (ajitsuke-nori), in which a flavouring mixture (variable, but typically soy sauce, sugar, sake, mirin, and seasonings) is applied in combination with the toasting process. [14] It is also eaten by making it into a soy sauce-flavoured paste, nori no tsukudani. Nori is sometimes also used as a form of food decoration.","['EAN Code: 40153509', 'Country of origin: Korea', 'FSSAI Number: 10012022000644', 'Manufacturer Name & : Dae Chun Laver co. ltd, 425-21, Deehae-ro, Boryeong-si, Chungcheongnam-do, Korea', 'Imported & Marketed by: Supreme Enterprises, A3, Brindavan Society, Deonar, Mumbai-400088', 'Best before 30-08-2023', '","Supreme Enterprises, A3, Brindavan Society, Deonar, Mumbai-400088",-,-,-,"Laver, Rapeseed oil, Sesame Oil, Salt",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Dae Chun Gim,"Dae Chun Gim Roasted Seaweed Nori Snack - Wasabi, 5 g Pouch","Nori probably is the most popular seaweed in western countries. They are tasty, handy and not too strong in flavours. Like any other seaweed, they are very high in nutrition. It contains protein and 100 gm of nori can contain up to 30- 50 grams protein.",5 g Pouch,g,5 g Pouch,1,1,75,67.5,"Dae Chun Laver co. ltd, 425-21, Deehae-ro, Boryeong-si, Chungcheongnam-do, Korea",Korea,['40153510'],['10012022000644'],https://datalabs.siva3.io/image/Eunimart_groceries_40153510_4-dae-chun-gim-roasted-seaweed-nori-snack-wasabi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40153510-2_5-dae-chun-gim-roasted-seaweed-nori-snack-wasabi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40153510-3_5-dae-chun-gim-roasted-seaweed-nori-snack-wasabi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40153510-4_5-dae-chun-gim-roasted-seaweed-nori-snack-wasabi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40153510-5_4-dae-chun-gim-roasted-seaweed-nori-snack-wasabi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Nori is commonly used as a wrap for sushi and onigiri. It is also a garnish or flavouring in noodle preparations and soups. It is most typically toasted prior to consumption (yaki-nori). A common secondary product is a toasted and flavoured nori (ajitsuke-nori), in which a flavouring mixture (variable, but typically soy sauce, sugar, sake, mirin, and seasonings) is applied in combination with the toasting process. [14] It is also eaten by making it into a soy sauce-flavoured paste, nori no tsukudani. Nori is sometimes also used as a form of food decoration.","['EAN Code: 40153510', 'Country of origin: Korea', 'FSSAI Number: 10012022000644', 'Manufacturer Name & : Dae Chun Laver co. ltd, 425-21, Deehae-ro, Boryeong-si, Chungcheongnam-do, Korea', 'Imported & Marketed by: Supreme Enterprises, A3, Brindavan Society, Deonar, Mumbai-400088', 'Best before 30-08-2023', '","Supreme Enterprises, A3, Brindavan Society, Deonar, Mumbai-400088",-,-,-,"Laver, Rapeseed Oil, Sesame Oil, Wasbi Powder.",-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Delight Foods,"Delight Foods Caramel Syrup - No Added Preservative, Colour & Flavour, 500 g","Delicious Golden Caramel syrup, the perfect topping for your desserts, mocktails & shakes. Also used in baking caramel-based products. All-natural caramel syrup prepared without any chemicals and preservatives/colours.",500 g,g,500 g,1,1,325,325,"Dhampure Speciality Sugar Ltd. Dhampur, Bijnor, UP 246767 & Nostalgic foods Retail Pvt. Ltd, First Floor, 7/11, East End C Main Road, near Masjid-E-Eidgah 39th Cross, 9th Block, Jayanagar, Bengaluru, Karnataka 560069",India,['40218412'],['10019043002428'],https://datalabs.siva3.io/image/Eunimart_groceries_40218412_1-delight-foods-caramel-syrup-no-added-preservative-colour-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218412-2_1-delight-foods-caramel-syrup-no-added-preservative-colour-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218412-3_1-delight-foods-caramel-syrup-no-added-preservative-colour-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218412-4_1-delight-foods-caramel-syrup-no-added-preservative-colour-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218412-5_1-delight-foods-caramel-syrup-no-added-preservative-colour-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40218412', 'FSSAI No: 10019043002428', 'Manufactured & Marketed by: Dhampure Speciality Sugar Ltd. Dhampur, Bijnor, UP 246767 & Nostalgic foods Retail Pvt. Ltd, First Floor, 7/11, East End C Main Road, near Masjid-E-Eidgah 39th Cross, 9th Block, Jayanagar, Bengaluru, Karnataka 560069', 'Country of origin: India', 'Best before 01-07-2023', '","Dhampure Speciality Sugar Ltd. Dhampur, Bijnor, UP 246767 & Nostalgic foods Retail Pvt. Ltd, First Floor, 7/11, East End C Main Road, near Masjid-E-Eidgah 39th Cross, 9th Block, Jayanagar, Bengaluru, Karnataka 560069",-,-,-,Caramel Syrup,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Delishh,"Delishh Strawberries - Frozen Fresh, 200 g","Strawberries, those alluring, succulent, divine pops of goodness, just got better. Frozen fresh Strawberries from Connoisseur brings a new taste dimension to this divine fruit that everyone loves. Apart from the multiple health benefits that strawberries offer, the absolute delight of these frozen fresh strawberries will have you wanting more.",200 g,g,200 g,1,1,152,152,Delishh,China,['40007815'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40007815_1-delishh-strawberries-frozen-fresh.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"great for making smoothies, juices and desserts. can also be used as a cereal topper or can be mixed with yoghurt and relished as a healthy snack.","['EAN Code: 40007815', 'Country of origin: China', '",-,-,-,-,Strawberries,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Dhatu Organics & Naturals,"Dhatu Organics & Naturals Almond Flour, 200 g","Dhatu Organics Almond Flour Is Simply Made Using Blanched (Skinless) Almonds And Nothing Else! It Is Vegan, Gluten Free And Grain Free. Almond Flour Is Rich In Protein And Low In Carbs. It Is A Rich Source Of Healthy Fats. The Texture Of The Flour Is Moist With Great Nutty And Buttery Taste. Store In A Cool And Dry Place. To Retain Freshness, It Can Be Stored In The Refrigerator Or Freezer In An Airtight Container. Please Use A Clean And Dry Spoon Each Time You Remove The Product From The Package. Weight : 200 gm",200 g,g,200 g,1,1,580,580,"Dhatu Organics & Naturals Pvt. Ltd. R176, 6th Main Road, Hebbal Industrial Estate, Mysuru - 570016, Karnataka",India,['40127135'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40127135_4-dhatu-organics-naturals-almond-flour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40127135-2_2-dhatu-organics-naturals-almond-flour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40127135-3_2-dhatu-organics-naturals-almond-flour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Use it for baking pies and breads, make delicious chapatis or create desserts like Almond Halwa. It can be substituted where wheat flour is used.","['EAN Code: 40127135', 'Country of origin: India', 'Manufacturer Name & : Dhatu Organics & Naturals Pvt. Ltd. R176, 6th Main Road, Hebbal Industrial Estate, Mysuru - 570016, Karnataka', 'Best before 02-09-2023', '",-,-,-,-,Blanched Almond,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Dhatu Organics & Naturals,"Dhatu Organics & Naturals Coconut Blossom Sugar, 250 g Pouch",Coconut Sugar Is Produced from the sap of cut flower buds of the coconut tree. It has a distinct taste and aroma. Coconut sugar can be used in baking and in coffee or tea. It has low GI index and is diabetic friendly. Weight : 250 gm,250 g Pouch,g,250 g Pouch,1,1,260,260,"Dhatu Organics & Naturals Pvt. Ltd. R176, 6th Main Road, Hebbal Industrial Estate, Mysuru - 570016, Karnataka",India,['8906079570777'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40127147_3-dhatu-organics-naturals-sugar-coconut-blossom.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40127147-2_4-dhatu-organics-naturals-sugar-coconut-blossom.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906079570777', 'Country of origin: India', 'Manufacturer Name & : Dhatu Organics & Naturals Pvt. Ltd. R176, 6th Main Road, Hebbal Industrial Estate, Mysuru - 570016, Karnataka', 'Best before 02-09-2023', '",-,-,-,-,Coconut Blossom Sugar,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-16,Dhatu Organics & Naturals,"Dhatu Organics & Naturals Himalayan Crystal Pink Salt, 500 g Pouch","Himalayan pink crystal salt contains the full spectrum of 84 minerals and is the highest grade of natural salt. It is an unrefined, unprocessed, raw salt that is hand-mined from abundant salt caves that were formed 250 million years ago and have never been exposed to pollutants. Formed under extreme pressure, Himalayan salt has a near perfect crystalline structure and vibrational energy. The benefits of natural Himalayan crystal salt include regulating the body's water content, prevention of muscle cramp, promoting bone strength, food absorption and many more. Benefits of Dhatu Himalayan Salt : 100 percent natural Free from preservatives Non-gmo product Naturally processed Weight : 500 gm",500 g Pouch,g,500 g Pouch,1,1,120,120,"Dhatu Organics & Naturals Pvt. Ltd. R176, 6th Main Road, Hebbal Industrial Estate, Mysuru - 570016, Karnataka",India,['8906079572726'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40125707_4-dhatu-organics-naturals-salt-himalayan-crystal-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40125707-2_4-dhatu-organics-naturals-salt-himalayan-crystal-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40125707-3_1-dhatu-organics-naturals-salt-himalayan-crystal-pink.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906079572726', 'Country of origin: India', 'Manufactured & Marketed by: Dhatu Organics & Naturals Pvt. Ltd. R176, 6th Main Road, Hebbal Industrial Estate, Mysuru - 570016, Karnataka', 'Best before 02-09-2023', '","Dhatu Organics & Naturals Pvt. Ltd. R176, 6th Main Road, Hebbal Industrial Estate, Mysuru - 570016, Karnataka",-,-,-,Himalyan Crystal Pink Salt,-,-,-,-
