L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs)
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Coriander Leaves 100 g + Garlic 250 g + Ginger 250 g + Chilli Green Long 250 g, Combo 4 Items","Coriander leaves are green, fragile with a decorative appearance. They contain minimal aroma and have a spicy-sweet taste. Now do not bother wasting time cutting off the roots as we value your money and time and provide you with the freshest leafy edible parts.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/33/green-chutney/ 
Garlic is made of several heads wrapped in thin whitish layers. They are firm and have a mild flavour. Once crushed, they emit a strong and pungent aroma.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/819/pull-apart-cheese-garlic-bread/ 
Firm and fibrous ginger roots are stretched with multiple fingers that have light to dark tan skin and rings on it and is aromatic, spicy and pungent. The flavour gets intensified when the ginger is dried and lessens when cooked.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/232/chinese-white-sauce/ 
Green chillis are the best kitchen ingredient to bring a dash of spiciness to recipes. The fresh flavour and sharp bite make them a must in almost all Indian dishes. This particular green chilli variety is big.",Combo 4 Items,Combo  Items,Combo 4 Items,4,1,143.13,143.13,Fresho,India,['1209662'],-,https://datalabs.siva3.io/image/Eunimart_groceries_209662_3-fresho-coriander-leaves-100-g-garlic-250-g-ginger-250-g-chilli-green-long-250-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Coriander leaves fight food poisoning and lower blood sugar levels. They relieve urinary tract infections and help in maintaining a healthy menstrual cycle while preventing neurological inflammations and diseases.
Tip: Add coriander leaves to boiling water. Let it cool down and then consume it. Drink this water every morning to cleanse the stomach.

Garlic combats sickness, including the common cold and cough. They reduce blood pressure, the risk of heart diseases and kills intestinal worms and harmful bacteria. Additionally, garlic improves athletic performance.

Ginger root treats morning sickness. They reduce muscle pain, soreness and eases various stomach problems. Drinking ginger juice is a great medicine to relieve sore throats.

Rich in dietary fibre. So, it eases digestion. Protects against cancer and stimulates the cooling centre of the brain by lowering body temperature. This is the reason why in a hot place like India, chillies are consumed a lot. It also possesses anti-bacterial properties.",-,"[{'EAN Code': '1209662'}, {'Country of origin': 'India'}, {'Sourced & marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Coriander Leaves, 100 g","Coriander leaves are green, fragile with a decorative appearance. They contain minimal aroma and have a spicy sweet taste.
Now do not bother wasting time cutting off the roots as we value your money and time and provide you the freshest leafy edible parts .
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/33/green-chutney/",100 g,g,100 g,1,1,9.61,7.3,Fresho,India,['10000097'],-,https://datalabs.siva3.io/image/Eunimart_groceries_97_19-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-2_1-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-3_2-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-4_1-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-5_1-fresho-coriander-leaves.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Coriander leaves fight food poisoning and lower blood sugar levels.
They relieve urinary tract infections and help in maintaining a healthy menstrual cycle while preventing neurological inflammations and diseases.
Tip - Add coriander leaves to boiling water. Let it cool down and then consume it. Drink this water every morning to cleanse the stomach.",-,"[{'EAN Code': '10000097'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Coriander Leaves, 100 g","Coriander leaves are green, fragile with a decorative appearance. They contain minimal aroma and have a spicy sweet taste.
Now do not bother wasting time cutting off the roots as we value your money and time and provide you the freshest leafy edible parts .
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/33/green-chutney/",100 g,g,100 g,1,1,9.61,7.3,Fresho,India,['10000097'],-,https://datalabs.siva3.io/image/Eunimart_groceries_97_19-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-2_1-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-3_2-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-4_1-fresho-coriander-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_97-5_1-fresho-coriander-leaves.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Coriander leaves fight food poisoning and lower blood sugar levels.
They relieve urinary tract infections and help in maintaining a healthy menstrual cycle while preventing neurological inflammations and diseases.
Tip - Add coriander leaves to boiling water. Let it cool down and then consume it. Drink this water every morning to cleanse the stomach.",-,"[{'EAN Code': '10000097'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Curry Leaves, 250 g","Curry leaves are an essential element of Indian cooking style where numerous of the traditional and modern recipes are imperfect without curry leaves.
These are used as tasting agent in food for its different taste.With dark green and glossy appearance, curry leaves have a strong flavour and release a tasty aroma when fried in hot oil.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/742/curryleaves-lemonade//",250 g,g,250 g,1,1,68.42,51,Fresho,India,['10000105'],-,https://datalabs.siva3.io/image/Eunimart_groceries_5_16-fresho-curry-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_5-2_1-fresho-curry-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_5-3_2-fresho-curry-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_5-4_1-fresho-curry-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_5-5_1-fresho-curry-leaves.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Curry leaves are anti-diabetic and anti-carcinogenic.
They help in the better functioning of the heart. they are a good remedy for diarrhea, nausea and indigestion.
Curry leaves help improve eyesight and prevents cataract.
Consume 4-5 raw curry leaves in the morning with an empty stomach to fight diabetes and grey hair.",-,"[{'EAN Code': '10000105'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Curry Leaves, 250 g","Curry leaves are an essential element of Indian cooking style where numerous of the traditional and modern recipes are imperfect without curry leaves.
These are used as tasting agent in food for its different taste.With dark green and glossy appearance, curry leaves have a strong flavour and release a tasty aroma when fried in hot oil.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/742/curryleaves-lemonade//",250 g,g,250 g,1,1,68.42,51,Fresho,India,['10000105'],-,https://datalabs.siva3.io/image/Eunimart_groceries_5_16-fresho-curry-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_5-2_1-fresho-curry-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_5-3_2-fresho-curry-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_5-4_1-fresho-curry-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_5-5_1-fresho-curry-leaves.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Curry leaves are anti-diabetic and anti-carcinogenic.
They help in the better functioning of the heart. they are a good remedy for diarrhea, nausea and indigestion.
Curry leaves help improve eyesight and prevents cataract.
Consume 4-5 raw curry leaves in the morning with an empty stomach to fight diabetes and grey hair.",-,"[{'EAN Code': '10000105'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Dill Leaves, 250 g","We deliver dill leaves in the best hygienic packages which can be directly stored in the refrigerator.
Do note that the flavour of dill leaves diminishes extensively the longer it is cooked.
Green, flimsy and fernlike Dill leaves have a strong aroma.
Sharp tang and a spongy sugary flavour.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1793/dil-wale-pan-cake/",250 g,g,250 g,1,1,34.21,25.5,Fresho,India,['10000106'],-,https://datalabs.siva3.io/image/Eunimart_groceries_6_18-fresho-dill-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6-2_10-fresho-dill-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6-3_1-fresho-dill-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6-4_1-fresho-dill-leaves.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Dill leaves reduce discomfort and pain associated with menstrual cramps and eases digestion.
They help in reducing depression, boosts energy and have an anti-microbial effect.",-,"[{'EAN Code': '10000106'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Dill Leaves, 250 g","We deliver dill leaves in the best hygienic packages which can be directly stored in the refrigerator.
Do note that the flavour of dill leaves diminishes extensively the longer it is cooked.
Green, flimsy and fernlike Dill leaves have a strong aroma.
Sharp tang and a spongy sugary flavour.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/1793/dil-wale-pan-cake/",250 g,g,250 g,1,1,34.21,25.5,Fresho,India,['10000106'],-,https://datalabs.siva3.io/image/Eunimart_groceries_6_18-fresho-dill-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6-2_10-fresho-dill-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6-3_1-fresho-dill-leaves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_6-4_1-fresho-dill-leaves.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Dill leaves reduce discomfort and pain associated with menstrual cramps and eases digestion.
They help in reducing depression, boosts energy and have an anti-microbial effect.",-,"[{'EAN Code': '10000106'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Fresh Turmeric - Organically Grown (Loose), 1 kg","Fresh Turmeric Is Pleasantly Mild And Does Not Have A Sharp Bite. Turmeric Is Much Smaller Than Ginger. Its Flesh Is A Lighter Color Than Common Turmeric. It Protects Skin From Atmospheric Pollution, Wrinkles And Bacteria.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 kg,kg,1 kg,1,1,136.84,104,Fresho,India,['40020583'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40020583_4-fresho-fresh-turmeric-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020583-2_1-fresho-fresh-turmeric-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40020583'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Fresh Turmeric - Organically Grown (Loose), 1 kg","Fresh Turmeric Is Pleasantly Mild And Does Not Have A Sharp Bite. Turmeric Is Much Smaller Than Ginger. Its Flesh Is A Lighter Color Than Common Turmeric. It Protects Skin From Atmospheric Pollution, Wrinkles And Bacteria.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 kg,kg,1 kg,1,1,136.84,104,Fresho,India,['40020583'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40020583_4-fresho-fresh-turmeric-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020583-2_1-fresho-fresh-turmeric-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40020583'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Garlic & Ginger 250 gm Each, Combo 2 Items","Ginger, with its sturdy and peppery smell, has its own place in Indian cuisine. It may be utilized fresh or dried, pickled or powdered or in the form of juice or oil. In Indian food preparation, ginger is almost always utilized minced, sliced or crushed.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
Ginger, with its sturdy and peppery smell, has its own place in Indian cuisine. It may be utilized fresh or dried, pickled or powdered or in the form of juice or oil. In Indian food preparation, ginger is almost always utilized minced, sliced or crushed.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,108.88,108.88,Fresho,India,['1202151'],-,https://datalabs.siva3.io/image/Eunimart_groceries_202151_1-fresho-garlic-ginger-250-gm-each.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1202151'}, {'Country of origin': 'India'}, {'Manufacturer Name & Shelf Life details': 'Please refer to the individual product information given above'}]",-,-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Garlic (Loose), 1 kg","Garlic is made of several heads wrapped in thin whitish layers. They are firm and have a mild flavour. Once crushed, they emit a strong and pungent aroma.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/819/pull-apart-cheese-garlic-bread/",1 kg,kg,1 kg,1,1,268.42,122.5,Fresho,India,['10000330'],-,https://datalabs.siva3.io/image/Eunimart_groceries_330_14-fresho-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_330-2_1-fresho-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_330-3_1-fresho-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_330-4_1-fresho-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_330-5_1-fresho-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Garlic combats sickness, including the common cold and cough. They reduce blood pressure, the risk of heart diseases and kills intestinal worms and harmful bacteria. Additionally garlics improve athletic performance.",-,"[{'EAN Code': '10000330'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Garlic (Loose), 1 kg","Garlic is made of several heads wrapped in thin whitish layers. They are firm and have a mild flavour. Once crushed, they emit a strong and pungent aroma.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/819/pull-apart-cheese-garlic-bread/",1 kg,kg,1 kg,1,1,268.42,122.5,Fresho,India,['10000330'],-,https://datalabs.siva3.io/image/Eunimart_groceries_330_14-fresho-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_330-2_1-fresho-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_330-3_1-fresho-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_330-4_1-fresho-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_330-5_1-fresho-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Garlic combats sickness, including the common cold and cough. They reduce blood pressure, the risk of heart diseases and kills intestinal worms and harmful bacteria. Additionally garlics improve athletic performance.",-,"[{'EAN Code': '10000330'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Garlic - Organically Grown (Loose), 100 g","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",100 g,g,100 g,1,1,30.31,18.5,Fresho,India,['50000506'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000506_5-fresho-garlic-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000506-2_1-fresho-garlic-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000506-3_1-fresho-garlic-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000506-4_1-fresho-garlic-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000506-5_1-fresho-garlic-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000506'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Garlic - Organically Grown (Loose), 100 g","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",100 g,g,100 g,1,1,30.31,18.5,Fresho,India,['50000506'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000506_5-fresho-garlic-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000506-2_1-fresho-garlic-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000506-3_1-fresho-garlic-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000506-4_1-fresho-garlic-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000506-5_1-fresho-garlic-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000506'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Garlic - Organically Grown (Loose), 100 g","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",100 g,g,100 g,1,1,30.31,18.5,Fresho,India,['50000506'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000506_5-fresho-garlic-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000506-2_1-fresho-garlic-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000506-3_1-fresho-garlic-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000506-4_1-fresho-garlic-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000506-5_1-fresho-garlic-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000506'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Garlic - Peeled, 100 g","Fresho provides you peeled garlic for your convenience and ease.
Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/1120/garlic-herb-croutons/",100 g,g,100 g,1,1,52.63,36,Fresho,India,['40010687'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40010687_4-fresho-garlic-peeled.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Garlic helps combats sickness, including the common cold and cough.
They reduce blood pressure and the risk of heart diseases.
Garlics also improve athletic performances and kills intestinal worms and harmful bacteria.",-,"[{'EAN Code': '40010687'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Garlic - Peeled, 100 g","Fresho provides you peeled garlic for your convenience and ease.
Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/1120/garlic-herb-croutons/",100 g,g,100 g,1,1,52.63,36,Fresho,India,['40010687'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40010687_4-fresho-garlic-peeled.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Garlic helps combats sickness, including the common cold and cough.
They reduce blood pressure and the risk of heart diseases.
Garlics also improve athletic performances and kills intestinal worms and harmful bacteria.",-,"[{'EAN Code': '40010687'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-
RET,RET-10,RET-10-1A,RET-10-1A-10,RET-10-1A-10-10,Fresho,"Fresho Ginger (Loose), 1 kg","Firm and fibrous ginger roots are stretched with multiple fingers that have light to dark tan skin and rings on it and is aromatic, spicy and pungent. The flavour gets intensified when the ginger is dried and lessens when cooked.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/232/chinese-white-sauce/",1 kg,kg,1 kg,1,1,175.66,102,Fresho,India,['100003380'],-,https://datalabs.siva3.io/image/Eunimart_groceries_338_13-fresho-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_338-2_15-fresho-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_338-3_1-fresho-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_338-4_1-fresho-ginger.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ginger root treats morning sickness. They reduce muscle pain, soreness and eases various stomach problems.
Drinking ginger juice is a great medicine to relieve sore throats.",-,"[{'EAN Code': '100003380'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-
