L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product name,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Product Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to Ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image,Image 1,Images 2,Images 3,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),Size Chart,GTIN,HSN,EAN,Season,Occasion,Design / Style Type,Trend,Pattern,Features,Fabric,Fabric Finish,Material Finish,Max Sale Quantity,Bundles / Multipack Sets,Fit,Collar,Neck,Sleeve Length,Sports Type,Pockets,Reversible,Lining,Waist Rise,Length,Insole,Sole Material,Toe Shape,Outsole,Fastening,Midsole,Closure Type,Base Metal,Plating,Stone Type,Gem Type,Strap Material,Buckle Type,Buckle Material,Dial Shape,Frame / Rim Type,Frame Shape,Frame Colour,Frame Size,Frame Material,Face Shape,Lens Material,Lens Colour,Compartment Closure,External Pocket,Laptop Compartment,Laptop Size,Shoulder Strap Type,Volume [Ltrs.],Water Resistance,Lock Type,Dead Weight,Display,Glass Material,Warranty,Battery Life,Bluetooth,Call Function,Pedometer,Heart Rate Monitor,Sleep Monitor,SPO2 Monitor,Dupatta Pattern,Kurta Pattern,Ornamentation,Coverage,Padding,Seam,Straps,Closure,Waist Band,Type,Saree Fabric,Blouse,Blouse Fabric,Border,Bottom Fabric,Bottom Pattern,Bottom Type,Choli Stitch,Colour Family,Design Styling,Dupatta,Dupatta Border,Dupatta Fabric,Hemline,Kurta Fabric,Lehenga Fabric,Lehenga Lining Fabric,Lehenga Stitch,Set Content,Shape,Sleeve Styling,Slit Detail,Stitch,Top Design Styling,Top Hemline,Top Length,Top Pattern,Top Shape,Top Type,Wash Care,Weave Pattern,Weave Type
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-962,Women Black & Green Pack of 2 Straight Fit Ankle-Length Leggings,"Green,Black",30,1,TAG 7,3099,929,"Pack of 2 solid comfort-fit ankle-length leggings in black and green, each has an elasticated waistband, 2 pockets, and slip-on closure",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,"Straight,Straight Fit",,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-963,Women Black & Green Pack of 2 Straight Fit Ankle-Length Leggings,"Green,Black",32,1,TAG 7,3099,929,"Pack of 2 solid comfort-fit ankle-length leggings in black and green, each has an elasticated waistband, 2 pockets, and slip-on closure",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,"Straight,Straight Fit",,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-964,Women Black & Green Pack of 2 Straight Fit Ankle-Length Leggings,"Green,Black",34,1,TAG 7,3099,929,"Pack of 2 solid comfort-fit ankle-length leggings in black and green, each has an elasticated waistband, 2 pockets, and slip-on closure",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,"Straight,Straight Fit",,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-965,Women Black & Green Pack of 2 Straight Fit Ankle-Length Leggings,"Green,Black",36,1,TAG 7,3099,929,"Pack of 2 solid comfort-fit ankle-length leggings in black and green, each has an elasticated waistband, 2 pockets, and slip-on closure",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,"Straight,Straight Fit",,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-966,Women Black & Green Pack of 2 Straight Fit Ankle-Length Leggings,"Green,Black",38,1,TAG 7,3099,929,"Pack of 2 solid comfort-fit ankle-length leggings in black and green, each has an elasticated waistband, 2 pockets, and slip-on closure",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782708WomenBlackGreenPackof2StraightFitAnkleLengthLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,"Straight,Straight Fit",,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-967,Set Of 2 Grey Solid Leggings,Grey,28,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in grey, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-968,Set Of 2 Grey Solid Leggings,Grey,30,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in grey, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-969,Set Of 2 Grey Solid Leggings,Grey,32,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in grey, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-970,Set Of 2 Grey Solid Leggings,Grey,36,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in grey, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-971,Set Of 2 Grey Solid Leggings,Grey,34,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in grey, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-972,Set Of 2 Grey Solid Leggings,Grey,38,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in grey, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782706SetOf2GreySolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-973,Set Of 2 Orange & Yellow Solid Leggings,"Yellow,Orange",28,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in orange & yellow, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-974,Set Of 2 Orange & Yellow Solid Leggings,"Yellow,Orange",30,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in orange & yellow, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-975,Set Of 2 Orange & Yellow Solid Leggings,"Yellow,Orange",32,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in orange & yellow, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-976,Set Of 2 Orange & Yellow Solid Leggings,"Yellow,Orange",36,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in orange & yellow, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-977,Set Of 2 Orange & Yellow Solid Leggings,"Yellow,Orange",34,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in orange & yellow, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-978,Set Of 2 Orange & Yellow Solid Leggings,"Yellow,Orange",38,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in orange & yellow, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782698SetOf2OrangeYellowSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-979,Women Pack Of 2 Ankle Length Leggings,Black&White,28,1,TAG 7,3099,929,"Pack Of 2 Ankle Length Leggings, ,has slip on closure, 2 pockets",,,2,Units,"98% COTTON & 2% ELASTANE
HAND WASH","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-980,Women Pack Of 2 Ankle Length Leggings,Black&White,30,1,TAG 7,3099,929,"Pack Of 2 Ankle Length Leggings, ,has slip on closure, 2 pockets",,,2,Units,"98% COTTON & 2% ELASTANE
HAND WASH","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-981,Women Pack Of 2 Ankle Length Leggings,Black&White,32,1,TAG 7,3099,929,"Pack Of 2 Ankle Length Leggings, ,has slip on closure, 2 pockets",,,2,Units,"98% COTTON & 2% ELASTANE
HAND WASH","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-982,Women Pack Of 2 Ankle Length Leggings,Black&White,36,1,TAG 7,3099,929,"Pack Of 2 Ankle Length Leggings, ,has slip on closure, 2 pockets",,,2,Units,"98% COTTON & 2% ELASTANE
HAND WASH","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-983,Women Pack Of 2 Ankle Length Leggings,Black&White,34,1,TAG 7,3099,929,"Pack Of 2 Ankle Length Leggings, ,has slip on closure, 2 pockets",,,2,Units,"98% COTTON & 2% ELASTANE
HAND WASH","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782616WomenPackOf2AnkleLengthLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
